Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_L,Best_Fit_W_W
20.883646, 364.1001, [18.508923|20.771643|22.729332|24.532154|25.267426|24.216|21.21341|16.241573|24.55776|18.338364], [4.534686|5.0890527|5.5686865|6.010378|6.1905193|5.93292|5.197285|3.9791856|6.016651|4.492899], 3,5,3,10
34.838085, 181.18448, [22.312525|19.69477|26.466051|25.96574|21.785324|25.88611|24.263866|26.524473|26.207996|23.429523], [5.4665685|4.8252187|6.4841824|6.361606|5.3374043|6.342097|5.9446473|6.498496|6.420959|5.7402334], 2,6,2,9
35.68288, 62.615173, [22.094786|20.646748|22.990997|21.491652|23.433846|18.363289|22.837166|16.68106|17.89621|19.125443], [5.4132223|5.058453|5.6327944|5.265455|5.741292|4.499006|5.5951056|4.0868597|4.3845716|4.6857333], 5,6,4,4
7.533967, 38.22188, [23.800718|16.023998|23.963882|18.345863|21.900528|22.064041|24.576567|16.742468|18.102758|17.339622], [5.831176|3.9258795|5.871151|4.4947367|5.365629|5.40569|6.021259|4.101905|4.435176|4.2482076], 10,10,10,10
12.142994, 199.2812, [18.997461|18.060139|17.40686|19.947758|21.555521|21.732084|23.22582|22.157288|21.557177|17.525467], [4.654378|4.424734|4.264681|4.887201|5.2811027|5.324361|5.690326|5.4285355|5.2815084|4.2937393], 5,6,5,10
11.163009, 441.3893, [16.233862|19.048489|26.147089|24.263481|26.245584|25.417145|23.54763|25.397121|26.474585|22.638315], [3.977296|4.6668797|6.406037|5.944553|6.430168|6.2272005|5.7691693|6.222295|6.4862733|5.546387], 9,10,9,10
18.868282, 194.17671, [25.193064|17.92542|16.894936|23.155369|24.958725|17.635113|22.579855|23.692457|18.10651|24.051502], [6.172301|4.391728|4.1392593|5.673065|6.1148877|4.3206024|5.5320644|5.804652|4.4360948|5.892618], 4,6,4,10
28.379759, 349.05057, [18.938301|20.251337|17.959673|25.678532|18.664509|19.759033|25.064354|16.825783|19.822384|17.644894], [4.639884|4.9615774|4.40012|6.29124|4.5728045|4.8409634|6.1407666|4.122317|4.856484|4.322999], 2,5,2,10
40.828487, 204.84618, [18.285501|16.132853|25.322344|23.151909|20.087317|22.66599|26.819841|23.743797|16.108778|21.728594], [4.479948|3.952549|6.2039742|5.672218|4.9213924|5.553168|6.5708613|5.81723|3.9466505|5.3235054], 2,5,2,8
36.868595, 274.05945, [16.225943|18.542902|16.159386|24.603527|17.778147|24.046757|19.42294|26.491833|20.20068|22.315224], [3.9753559|4.543011|3.9590495|6.027864|4.355646|5.891455|4.7586203|6.490499|4.949167|5.46723], 2,6,2,10
24.516418, 95.21563, [18.368116|16.814802|16.941011|25.86846|26.615269|25.573223|23.810606|22.620977|20.542446|25.510893], [4.5001884|4.1196265|4.150548|6.337773|6.520741|6.2654395|5.8335986|5.5421395|5.0328994|6.250169], 3,6,3,9
