Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_L,Best_Fit_W_W
23.978642, 286.9324, [34.963768|29.564257|34.869102|26.483908|34.558758|32.028908|31.080727|29.325644|36.94316|36.748177], [370.42963|339.93793|440.87582|79.35695|265.49722|124.57135|481.97668|81.10332|356.78635|458.16003], 1,10,10,10
8.116054, 32.29761, [29.5115|33.59354|27.933105|31.709007|29.184484|30.598537|35.951244|26.624886|26.465757|36.26659], [265.42554|265.87503|525.5362|399.1025|399.2798|78.00842|188.61922|464.0361|175.27669|241.71062], 1,10,10,10
12.323035, 496.60248, [35.99612|32.633026|31.030489|34.72857|30.041346|36.20156|29.242207|26.373066|36.321674|32.190727], [81.43623|213.84209|225.90118|170.31013|54.74231|150.48927|131.54341|89.04528|327.30402|254.63364], 1,10,10,10
41.575943, 504.89307, [34.100456|29.263914|31.825024|32.12464|29.315384|31.499943|31.27682|35.74722|29.66124|28.616793], [296.18445|275.69315|235.7337|237.93893|206.61464|309.19662|229.65201|58.507404|215.7599|437.92783], 1,10,10,10
10.919076, 202.03607, [29.344755|34.78502|31.807192|26.796215|35.907337|29.35256|34.44209|27.693825|35.75868|26.98012], [209.58568|333.3654|214.36641|504.66208|351.00586|280.41965|377.8443|75.60741|287.28195|406.08493], 1,10,10,10
38.786255, 393.13232, [31.0644|32.08415|30.844973|26.608421|27.209879|29.024485|26.413357|34.72845|34.878506|30.542393], [497.40335|428.69568|384.81152|496.92023|297.32608|484.17548|524.12854|175.7312|528.562|133.13791], 1,10,10,10
38.00073, 465.71457, [31.290327|35.125996|26.960295|35.924507|33.26177|31.935585|30.977177|35.93793|29.722006|30.933086], [294.0935|319.7308|130.76521|496.14108|39.16392|396.62238|164.93779|107.5984|446.5638|160.03914], 1,10,10,10
16.841595, 236.84143, [36.877613|29.40356|27.770065|26.326967|33.234722|34.577477|26.232365|32.79794|36.13929|36.81653], [400.14914|299.65723|187.13336|80.84573|83.65921|416.66577|300.35925|97.424736|140.31116|73.11467], 1,10,10,10
26.833647, 359.9386, [27.773884|31.038036|30.29579|30.128683|28.148731|26.364792|31.0669|28.70585|31.887854|35.672527], [521.97687|250.99887|370.74136|36.81269|157.56848|43.539288|424.28018|121.55108|289.80157|187.16344], 1,10,10,10
28.046663, 447.9301, [32.090904|33.89898|30.681149|35.61503|32.832428|29.956184|33.233055|26.77583|29.512728|31.07332], [42.049496|155.86243|359.24255|290.37836|403.00665|353.6942|231.92152|222.60957|288.70135|319.75928], 1,10,10,10
11.466976, 71.23533, [30.29149|27.046415|33.085915|36.78372|34.191517|36.71951|28.99139|35.23421|35.75432|34.29354], [277.76608|389.11697|317.47293|149.39278|116.156685|341.0743|62.343536|300.6497|367.57977|426.15216], 1,10,10,10
22.423302, 418.2052, [27.62159|32.128094|35.861107|27.617113|32.70663|28.027409|26.473948|31.488222|27.737844|26.449514], [433.21542|192.3407|364.04367|247.63188|316.07327|145.80777|250.10019|386.6825|461.46017|202.02248], 1,10,10,10
34.159615, 394.63596, [28.586828|32.273514|33.90876|36.853123|29.527916|36.972282|31.076132|32.185528|28.432913|36.49215], [67.33756|490.7369|121.35241|394.38663|300.9345|102.75686|304.73444|72.77243|186.67209|372.12247], 1,10,10,10
36.309364, 175.97691, [36.617012|32.451855|26.135221|32.053356|36.984856|28.167973|27.664402|27.416752|32.503723|35.901535], [142.87756|104.59362|287.3235|381.03146|510.68683|329.96185|463.54425|386.29428|191.25963|240.4285], 1,10,10,10
11.878515, 197.56073, [30.795107|36.659695|33.50529|31.503433|27.593391|26.85879|31.162384|33.985073|31.601576|33.99489], [61.954205|452.04425|520.5647|198.13676|34.31858|36.26507|519.42236|266.94986|486.2808|179.94994], 1,10,10,10
33.413506, 466.69336, [31.003376|32.397915|32.6722|33.63912|29.666798|35.650528|26.52162|27.738081|27.923|26.771847], [428.059|254.17438|186.61389|134.87202|233.92871|103.75263|42.35132|32.007446|392.0629|430.4013], 2,10,10,10
43.33697, 322.2873, [35.803955|31.423143|28.412066|36.057274|28.260983|27.393745|34.705463|31.455673|29.402363|29.606901], [161.25284|366.94086|365.02008|340.28918|46.12989|323.79056|44.69799|425.3724|312.0748|69.88344], 1,10,10,10
41.273167, 100.187965, [31.709723|28.219835|30.439245|34.54241|32.88797|36.93345|35.517094|30.35715|30.299809|36.04884], [166.24582|218.93613|496.98956|297.53592|395.05182|133.52864|185.03973|380.14584|461.35025|119.864586], 1,10,10,10
29.3099, 524.68713, [28.990494|34.05383|32.068504|33.483074|33.08404|36.45401|31.927223|31.840025|33.14813|34.206966], [262.79092|465.99094|520.6765|229.08252|390.56085|450.70007|269.2151|83.38248|174.02661|196.66008], 1,10,10,10
41.548695, 437.44092, [27.215973|31.120567|26.96063|30.649002|32.531433|30.62118|28.436443|26.517418|28.639961|30.665672], [255.37262|383.6933|460.2033|529.836|522.1669|338.24924|163.33336|147.6609|254.33675|333.32645], 1,10,10,10
28.905476, 64.09079, [29.168625|34.491302|29.81905|32.895782|30.90649|26.79829|28.514427|30.67034|30.064783|30.559826], [400.85468|331.57513|204.577|308.23007|264.18475|201.89159|393.91742|383.65704|33.452396|349.18805], 1,10,10,10
23.275257, 392.04257, [31.514425|29.353859|26.766497|33.3219|36.504555|26.70036|33.75749|34.082165|36.479053|35.11618], [317.5155|344.4351|127.59059|484.4232|313.90836|357.75974|71.369026|266.21857|282.68115|298.8669], 1,10,10,10
14.033323, 300.78885, [28.536554|28.021734|29.733675|30.850616|31.905073|29.372347|36.201443|28.346367|26.939293|36.88946], [61.54102|268.70386|197.94324|386.9964|329.04205|362.1538|451.8232|262.02527|79.28046|108.683754], 1,10,10,10
40.052532, 493.8015, [35.795803|31.193624|29.937204|29.790344|29.563133|26.526987|35.71382|36.622833|29.513426|29.629879], [270.47906|362.095|203.42087|202.64153|429.2426|222.42355|112.83967|435.06018|203.29308|194.12444], 1,10,10,10
25.520117, 205.78893, [29.652002|27.846645|36.45422|30.550741|35.209164|36.75938|31.203617|36.71557|36.46833|26.761435], [306.654|219.91351|92.395645|498.37274|462.0228|318.7176|139.5263|152.07492|77.415276|398.93512], 1,10,10,10
29.004658, 142.16325, [34.173798|36.568893|26.448355|27.282793|36.911934|30.941477|36.05463|36.023685|36.20927|29.143064], [383.9768|313.2127|418.84006|352.62292|521.24866|369.7904|213.70847|97.50726|293.66937|99.521416], 1,10,10,10
22.454401, 96.03313, [28.980957|36.223988|27.339584|27.459839|27.605934|29.177195|30.876781|30.41303|28.308643|26.958168], [303.7028|200.61208|455.82196|448.0259|385.16776|497.0369|500.87955|72.87657|111.12302|200.11826], 1,10,10,10
22.678238, 429.29825, [29.546339|27.000875|35.602604|34.529186|36.938602|27.820887|29.93633|33.416534|34.036903|33.32956], [463.335|135.62698|215.23286|281.79532|314.09113|76.188255|339.47006|289.26712|132.73595|490.58493], 1,10,10,10
23.71694, 508.331, [34.36575|34.561703|35.02941|31.211956|35.482334|31.497068|35.168926|28.213837|28.317379|32.69803], [60.25512|337.15167|369.58447|103.93403|287.1329|284.65347|344.65158|272.8017|211.64328|132.31778], 1,10,10,10
32.318577, 105.879196, [29.25715|31.34871|28.696774|33.299778|29.347076|35.341568|27.087698|26.895033|35.23015|29.01211], [240.6016|84.608406|259.7363|335.32578|203.50969|103.80293|162.49432|403.95004|194.43266|192.3], 1,10,10,10
45.156494, 112.78445, [32.839203|30.854721|29.173864|26.143625|32.08003|30.363668|26.401611|28.176954|27.239328|34.747303], [452.0839|257.78555|355.6441|144.33144|397.90225|439.7867|112.99212|140.52359|249.72855|512.59406], 1,10,10,10
17.055943, 107.697, [26.567896|29.771969|31.216276|33.220985|34.64711|29.220602|31.377373|31.624992|29.004902|36.36442], [403.60934|242.5801|235.75917|371.3374|487.97592|349.95557|173.76662|102.433655|425.26147|149.98595], 1,10,10,10
41.606846, 324.46985, [26.574017|33.39821|26.48625|35.23706|28.345583|35.63116|33.671673|27.917387|35.147648|36.703682], [155.9482|303.51547|120.785805|445.7609|502.89478|296.04395|81.303055|472.87418|492.52896|520.1013], 1,10,10,10
10.085535, 334.36365, [31.079128|33.250435|35.27367|31.213346|33.428123|28.230663|35.181267|29.665503|31.98647|34.433857], [464.93097|150.7826|473.70163|487.0256|385.21173|131.90126|435.33588|255.90138|206.71729|32.205967], 1,10,10,10
16.01455, 271.60062, [36.39992|30.783276|36.465702|33.75846|34.145454|30.997597|29.698|33.932117|26.275894|36.990574], [296.4722|270.6532|456.45514|72.677475|73.887955|514.3708|448.5945|318.28058|432.17426|133.39069], 1,10,10,10
25.1108, 310.4179, [29.147444|30.96569|27.714231|36.532227|35.0986|36.34073|28.497147|28.045015|31.191868|29.666275], [393.77|151.9158|227.62943|52.053673|459.0263|333.5562|469.99686|61.543736|326.94092|232.70978], 1,10,10,10
11.974654, 191.3205, [27.246178|33.785732|29.108809|31.401678|33.383904|26.917953|29.253525|33.52554|36.491302|30.893568], [410.4261|219.70522|389.7594|388.16208|58.67891|35.05296|415.60544|109.0267|385.5584|77.63103], 1,10,10,10
32.15099, 259.18524, [28.036634|30.844082|34.29873|30.559107|34.806328|31.923737|30.584784|32.397396|31.291256|36.296978], [530.6567|36.936504|375.43582|312.83115|445.40994|34.1121|235.16823|285.04065|224.07002|92.36718], 1,10,10,10
39.6739, 403.67313, [27.07284|29.894257|33.68195|27.30528|32.61174|34.605663|32.41926|28.531437|36.552982|32.293648], [413.77264|221.94562|435.9502|139.88632|393.119|424.24313|342.8863|501.5737|396.2042|163.04688], 1,10,10,10
28.174967, 98.74902, [31.01239|28.587013|36.64215|28.189363|26.07038|27.592571|26.022263|27.754885|35.031815|35.685772], [360.36185|421.80414|398.0202|496.47165|307.52368|482.51654|253.5812|376.04205|371.62152|290.4767], 1,10,10,10
37.76905, 487.15768, [36.341637|30.891356|30.16039|28.899754|36.044884|30.193213|31.775183|26.711178|26.473349|32.60621], [403.1217|322.76517|395.18478|89.5216|32.09261|288.11456|462.6807|419.63144|210.6759|83.41064], 2,10,10,10
17.181067, 406.36295, [26.842928|33.572166|35.13693|29.89203|33.2522|36.377|32.46271|29.918167|33.647842|27.919079], [190.70453|366.05038|320.2298|131.38678|55.642036|224.28868|277.2655|131.93085|133.81332|211.72983], 1,10,10,10
20.117186, 508.61386, [34.84583|26.098707|28.255522|32.16183|31.524033|36.914394|35.30193|36.421646|32.757298|35.82065], [507.73145|443.5767|235.56433|138.30598|163.16476|89.34374|464.7972|143.60007|489.81848|457.9292], 1,10,10,10
27.785917, 450.57758, [31.202217|35.09807|32.92023|30.277771|27.37127|33.136906|35.05046|29.17822|27.802515|28.278555], [152.91048|182.60028|217.74413|50.603783|33.24431|54.095966|343.41006|483.18903|375.02792|321.47433], 1,10,10,10
7.1645274, 179.98001, [33.7682|29.62798|36.048313|30.50423|26.840246|34.494045|35.20765|29.891575|36.0308|30.452398], [37.911705|437.7189|60.366447|208.47185|295.9928|259.19046|515.74|401.3956|472.1282|170.34018], 1,10,10,10
33.973873, 31.264725, [32.287785|32.564583|30.057285|27.303242|30.929884|34.320923|29.41167|29.050406|36.109676|30.483215], [266.87903|55.292503|43.735622|391.99234|439.3061|489.9453|209.98602|455.6923|408.63196|528.7549], 1,10,10,10
43.852592, 159.7408, [35.16742|33.238987|31.125063|26.211702|30.026115|26.785578|33.116104|36.221325|35.589306|26.667372], [393.61853|54.42974|70.02589|155.69504|190.18996|227.98022|431.15887|377.53867|70.80937|408.47455], 1,10,10,10
24.404799, 509.6034, [28.56188|32.333225|33.506145|36.063313|30.352114|36.424812|29.371828|33.098206|32.568188|29.950932], [35.13464|111.03645|326.0124|305.65375|356.41794|407.7378|490.54712|415.23203|175.09888|327.90924], 1,10,10,10
44.511932, 323.6176, [36.70533|32.198956|32.770615|36.04822|27.668184|28.08233|31.055044|29.028677|29.695978|32.81839], [44.183033|154.55966|251.77528|344.65323|439.13693|212.29877|325.19345|297.71756|268.53482|123.95406], 1,10,10,10
33.82571, 120.939514, [36.90261|35.1939|36.10417|34.477055|28.363556|29.78016|36.071045|28.872253|28.306856|30.69531], [190.37712|376.50098|250.43895|501.7619|480.65198|152.29953|279.37024|227.50635|186.8302|75.269714], 1,10,10,10
12.859743, 272.26486, [31.32119|26.860065|33.21468|35.405178|31.033653|33.44585|30.467953|32.502247|31.041002|27.143873], [502.48944|142.26227|277.93173|152.17659|105.2665|356.68228|60.517086|249.83968|265.61478|111.07115], 1,10,10,10
42.564655, 465.24942, [28.610886|28.578403|28.772577|28.05922|32.14159|33.611736|26.947878|33.469868|31.884565|32.875313], [278.4011|145.65695|312.74124|230.15009|62.110374|401.83484|247.0647|122.73265|400.2418|127.758995], 1,10,10,10
22.190413, 48.411156, [36.7338|29.526701|34.148598|36.136845|31.82289|30.842335|31.03786|34.494038|36.63537|36.421024], [356.50793|284.4359|262.60965|117.33802|61.59292|165.02882|267.83606|257.85425|112.18029|300.24866], 1,10,10,10
31.059034, 293.7225, [31.659452|32.906258|32.37262|27.385853|32.349846|26.64055|28.143448|34.230934|36.018215|28.447609], [283.73016|183.39125|505.33008|346.91125|370.81995|369.04956|479.96262|194.91386|205.56735|253.87683], 1,10,10,10
18.343771, 54.030064, [31.108465|30.569862|35.73275|30.037064|29.659111|34.858047|29.458424|34.184196|32.556202|33.93906], [407.89774|282.19482|111.15286|166.16368|63.724186|523.3683|44.26901|237.37067|447.1107|420.79263], 1,10,10,10
6.455545, 156.73419, [31.291937|34.724792|34.165653|26.810942|27.236198|27.879948|29.239986|27.628046|35.020256|30.835487], [395.6057|356.77356|525.52405|146.22238|133.089|503.9628|377.00748|188.64003|171.4393|193.7512], 1,10,10,10
22.229563, 473.7392, [27.963015|28.662916|35.099094|35.74983|29.007685|28.27522|30.415556|26.783545|31.38544|32.262455], [449.42395|262.12195|218.81015|398.4455|204.2792|510.0071|245.4192|388.30243|82.774475|214.93936], 1,10,10,10
29.851643, 295.20337, [29.58277|28.612934|28.629015|33.470554|27.820131|28.673296|28.891422|31.482065|36.417946|32.023323], [366.98242|300.39127|135.51964|302.51376|52.609882|209.6643|78.478455|483.12305|40.63127|507.57297], 1,10,10,10
9.369903, 119.70996, [31.405693|35.46129|29.918638|36.776672|33.0797|28.831985|31.951962|28.703373|33.88974|29.889965], [516.1789|155.49818|197.12904|231.40868|121.535675|188.4141|444.05823|294.44586|461.2134|497.45065], 1,10,10,10
26.299202, 155.02103, [36.853065|32.157127|26.460762|30.621578|30.823347|35.454517|26.828487|31.238686|26.198326|34.011917], [181.91422|483.46848|141.63959|384.9846|492.47934|292.98367|243.73032|478.94968|292.39136|409.84753], 1,10,10,10
31.650589, 30.92129, [32.09754|30.028118|30.950386|29.14513|36.418163|33.063046|33.0774|31.617077|28.476828|26.082142], [318.06464|315.11328|178.21123|337.72598|282.25632|45.528996|295.1655|527.0458|398.17703|492.23715], 1,10,10,10
26.886997, 381.89783, [30.902903|32.67786|30.968634|29.904213|33.40663|30.176558|28.926825|34.17739|33.875595|28.127644], [424.16492|123.25655|456.79498|159.31491|391.91507|302.21298|522.187|464.79193|273.5573|168.47966], 1,10,10,10
