Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_L,Best_Fit_W_W
40.440742, 95.90202, [33.242516|32.55733|31.85329|32.31898|35.486156|31.921543|31.37132|32.172665|36.977055|34.995224], [8.144416|7.9765463|7.804056|7.9181504|8.694108|7.820778|7.6859736|7.8823028|9.059379|8.57383], 5,5,5,5
25.200907, 489.4531, [28.611708|35.108784|33.442528|34.641445|35.828293|26.504457|29.027075|30.94788|26.214983|36.806248], [7.0098686|8.601652|8.193419|8.487154|8.777932|6.4935923|7.1116333|7.5822306|6.422671|9.01753], 4,6,4,10
23.20544, 463.18948, [35.756985|29.71057|32.53275|27.700586|28.794806|33.054737|28.968872|32.962074|31.280844|32.9586], [8.760461|7.2790895|7.9705234|6.7866435|7.0547276|8.098411|7.0973735|8.075708|7.663807|8.074857], 5,6,4,10
30.542082, 178.79199, [35.154854|36.74141|34.201023|29.128368|34.610947|33.79172|35.237076|30.94528|33.69969|36.512203], [8.612939|9.001645|8.379251|7.1364503|8.479682|8.278972|8.633083|7.5815935|8.256425|8.94549], 4,6,4,9
17.588692, 133.4758, [27.09859|26.874664|30.73483|35.362328|31.99245|30.002104|30.225082|29.81979|29.832523|34.545452], [6.639155|6.584293|7.5300336|8.663771|7.8381505|7.3505154|7.405145|7.3058486|7.308968|8.463635], 5,6,5,10
12.373025, 118.56192, [31.289015|27.441795|26.724722|33.47647|30.976297|27.929115|36.72333|28.88446|31.513552|34.449318], [7.6658087|6.72324|6.547557|8.2017355|7.589193|6.8426332|8.997216|7.0766926|7.72082|8.440083], 10,10,10,10
13.041968, 118.43592, [27.185675|29.296946|29.582275|29.476423|33.890236|36.565315|36.204006|26.50204|32.19589|29.104883], [6.6604905|7.1777515|7.2476573|7.2217236|8.303108|8.958502|8.869982|6.493|7.887993|7.1306963], 10,10,10,10
8.186088, 501.7709, [33.19601|32.840473|33.70007|28.578457|29.418596|35.89464|26.271172|35.65|27.34919|36.53371], [8.133022|8.045916|8.256517|7.001722|7.2075562|8.794188|6.436437|8.73425|6.7005515|8.950759], 6,10,10,10
7.9330883, 424.96283, [35.138393|29.991148|27.813162|27.483324|30.798843|29.729784|35.76257|35.155327|34.648716|34.679924], [8.608907|7.3478312|6.8142247|6.733414|7.545717|7.2837973|8.761829|8.613055|8.488935|8.496581], 6,10,10,10
43.861202, 305.89117, [36.929688|26.434826|34.12057|35.053238|29.416973|26.297958|34.207108|33.799984|31.44741|27.458462], [9.047773|6.4765325|8.35954|8.588043|7.2071586|6.443|8.380741|8.280996|7.7046156|6.727323], 2,5,2,9
31.821043, 482.37698, [29.118765|34.421684|34.380527|36.104073|29.459253|27.14106|32.216015|35.756157|34.13103|27.085686], [7.1340976|8.433312|8.423229|8.845498|7.217517|6.6495595|7.892924|8.760259|8.3621025|6.635993], 3,5,3,10
33.79643, 337.06277, [34.714672|36.73476|34.504807|27.234816|34.82394|36.71567|27.916067|29.989124|31.22094|36.996815], [8.505095|9.000016|8.453677|6.6725297|8.531865|8.995339|6.8394365|7.3473353|7.6491303|9.064219], 3,6,3,9
