Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_L,Best_Fit_W_W
9.528161, 430.72366, [7.6562667|6.1578126|7.9949465|16.548168|13.894449|6.6130624|6.531445|15.451822|6.444967|13.493837], [131.66696|46.016804|258.28433|264.21768|247.12183|184.87418|190.25671|125.54368|344.9682|352.1435], 6,7,10,10
31.757622, 232.52357, [10.820742|15.053741|16.870373|10.025704|6.743835|13.223793|13.966271|16.243603|10.008191|12.287949], [320.42734|317.3595|185.94661|398.59348|310.086|95.30962|58.6517|138.83794|116.63244|529.77026], 5,9,9,9
16.375416, 127.54694, [15.687178|7.2666087|14.31581|15.904643|7.7925434|14.326928|12.500256|10.051044|13.628057|6.4660106], [396.91446|202.22636|86.46808|84.058754|164.732|472.82816|249.76198|424.15823|146.93544|528.47723], 3,10,10,10
20.189632, 246.02055, [9.930146|8.3596735|11.387272|7.074067|11.156013|9.961091|11.4923|6.7872987|7.7698956|10.857731], [210.17874|267.37665|357.05496|500.372|453.79004|514.59076|105.3582|126.622185|443.81696|472.14047], 2,9,9,9
29.556131, 351.2871, [15.097907|6.32011|8.951033|6.542489|10.370553|12.958144|13.57489|7.184071|8.448839|16.85951], [347.17953|366.43076|443.0054|44.11293|522.23926|289.3571|61.896355|283.38983|304.25638|505.25937], 4,9,8,8
12.707913, 323.15137, [7.5687294|16.449778|16.22836|7.6470265|15.955497|13.3984375|12.820846|9.24329|14.137782|9.114016], [455.48285|139.65384|231.57529|306.26334|268.55658|85.41962|267.6581|109.58385|224.67085|490.28018], 3,9,10,10
43.50112, 203.75537, [6.484627|8.487253|13.740203|12.9796715|14.084273|12.293155|13.801432|6.9475455|9.533514|6.0604944], [60.270813|384.2712|451.51068|463.71332|156.05156|472.3501|387.48492|466.27917|237.09666|228.56789], 2,10,10,10
31.347786, 299.5561, [16.363056|11.531562|8.148293|6.9247665|13.321979|9.005488|6.9172115|12.99308|10.93959|9.75936], [49.5146|65.09386|106.56556|333.55685|146.69113|73.053|479.2529|98.73196|66.597275|109.64977], 4,7,6,6
30.343807, 93.058304, [11.186142|15.504343|8.741726|8.882184|12.928199|14.872196|8.182031|16.350601|7.434223|13.294824], [284.6989|340.37036|355.05563|365.7995|214.1814|466.13187|394.3656|297.23962|221.33018|129.3232], 1,10,10,10
35.4143, 219.38564, [11.91821|14.547564|10.569481|12.02492|8.979386|11.960389|9.279314|6.79699|9.965795|15.680485], [38.59552|165.04788|393.5073|376.21625|229.89847|91.526886|315.5562|216.38094|522.9846|160.37587], 4,10,10,10
