Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_W,Best_Fit_W_L
42.589455,168.28174, [41.51992|37.37996|42.236595|39.98757|37.014725|46.502987|45.512688|42.458424|38.256927|37.960674], [10.17238|9.15809|10.347966|9.796955|9.068607|11.393231|11.150608|10.402314|9.372948|9.300365],3,3,3,9
28.995827,401.04404, [36.262245|44.730312|36.08193|40.74348|38.27971|46.67952|43.221096|45.68155|41.585423|39.49993], [8.88425|10.958926|8.840073|9.982153|9.378529|11.436482|10.589169|11.191979|10.188429|9.677484],5,5,5,10
18.629381,365.77023, [39.774246|44.57451|41.58289|37.10461|37.858067|45.431583|38.52961|45.206676|45.15968|43.886585], [9.74469|10.920754|10.187808|9.09063|9.275227|11.130738|9.4397545|11.075636|11.064121|10.7522135],9,9,9,10
31.02383,491.1231, [40.362816|46.294098|42.806293|40.850628|36.634274|36.20125|40.012585|39.9161|44.88436|44.46992], [9.88889|11.342054|10.487542|10.008404|8.975397|8.869306|9.803083|9.779445|10.996669|10.895131],4,4,4,10
41.383266,246.04974, [40.01664|43.57218|41.62584|39.346725|40.16827|46.765217|45.155846|45.98758|36.96444|37.090504], [9.804077|10.675184|10.198331|9.639948|9.841227|11.457479|11.063182|11.266957|9.056288|9.087173],3,3,3,8
43.492622,465.20435, [38.300545|43.564457|41.48285|46.11257|38.369392|40.07963|39.335537|45.377876|38.120472|41.024513], [9.383634|10.673292|10.163298|11.29758|9.400501|9.8195095|9.637207|11.117579|9.339516|10.051005],3,3,3,9
30.25544,82.785164, [41.264347|45.57052|42.48594|43.12532|44.385002|36.14417|36.76051|37.57469|36.447598|38.275517], [10.109765|11.164777|10.409055|10.565703|10.874326|8.855321|9.006325|9.205799|8.929662|9.3775015],7,5,6,6
44.583874,300.83197, [41.620083|42.93526|40.502014|44.812035|42.600964|36.510338|41.306107|42.168198|39.984802|43.354286], [10.19692|10.519139|9.922994|10.978949|10.437236|8.945033|10.119996|10.331208|9.796276|10.6218],3,3,3,9
8.621582,144.8624, [37.527225|39.855858|40.34226|43.551636|43.55265|41.321327|44.04227|42.027046|37.293583|40.665154], [9.19417|9.764686|9.883853|10.670151|10.6704|10.123725|10.790357|10.296626|9.136928|9.962962],1,10,10,10
32.329052,81.77806, [42.15865|44.953903|41.508835|46.778473|37.528435|44.523388|42.07237|45.943954|44.379654|42.103176], [10.328869|11.013706|10.169664|11.460726|9.194467|10.90823|10.307731|11.2562685|10.873015|10.315278],10,9,9,9
11.328225,143.24176, [40.696293|36.679466|39.14973|39.33654|42.494755|36.97607|45.363297|38.459225|39.976547|39.074142], [9.970592|8.986469|9.591684|9.637452|10.411215|9.059137|11.114008|9.42251|9.794254|9.573165],10,10,10,10
