Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_L,Best_Fit_W_W
22.270542, 453.97415, [39.198948|37.464664|39.049656|42.598988|46.65091|39.387802|41.489178|37.4077|43.521168|46.32224], [491.79492|489.60147|32.97085|189.67987|442.91888|32.85899|506.22906|461.7479|188.2865|299.0789], 1,10,10,10
24.41573, 364.62357, [38.47784|36.453876|38.522083|40.446762|45.39174|42.6293|39.919743|40.46611|42.46709|45.823914], [214.75618|509.503|481.4722|144.78966|185.76245|306.08014|152.29666|142.05801|276.02963|300.8909], 1,10,10,10
21.529556, 35.622375, [46.59097|44.9494|39.259064|39.356216|44.97274|38.81153|41.049225|36.43972|38.97387|45.425808], [324.9842|282.449|158.64526|84.77901|458.40897|256.5974|459.53577|271.97855|84.35274|230.37035], 1,10,10,10
7.7758803, 173.15523, [38.393906|42.593014|36.415405|46.447372|43.990738|43.12383|40.829723|39.120876|39.5596|39.790146], [39.98438|412.28705|315.3354|184.27797|334.2332|357.8234|33.080738|218.42938|207.574|108.675606], 1,10,10,10
17.143358, 116.16924, [41.420193|42.51291|36.843754|44.636097|45.250443|44.529102|36.54034|45.808956|37.35715|41.5534], [33.451546|243.9702|515.9573|181.7152|392.666|62.14024|222.422|218.34413|104.29391|208.66301], 1,10,10,10
25.860493, 188.14334, [36.293972|41.35199|38.813156|45.459137|37.37667|43.228546|39.387653|43.803093|45.43642|45.627434], [452.1476|88.77497|211.61401|396.04987|49.741997|513.9282|257.93588|526.5742|107.64275|174.04628], 1,10,10,10
45.096043, 469.09116, [40.423088|37.143837|44.66787|43.041363|39.855507|44.83241|36.29677|44.557026|40.318485|38.27624], [63.334656|217.94344|86.37275|517.7448|75.11639|459.98584|371.4041|34.5231|224.93138|340.95837], 2,10,10,10
37.921883, 484.00168, [39.114304|43.749443|37.88935|41.048885|39.590195|45.385906|36.04639|46.18384|43.26647|37.45841], [447.9184|445.83224|282.26895|177.01987|332.2011|309.64767|485.34784|220.3192|365.40475|460.43423], 1,10,10,10
33.480236, 471.58905, [40.970802|40.679977|42.65438|44.65735|43.696297|45.659748|44.027508|39.40982|39.623924|39.67556], [303.08902|494.8212|92.185234|201.11084|42.552383|243.60954|101.48961|489.3245|92.787346|382.8864], 1,10,10,10
30.182192, 237.52751, [44.02403|45.238033|42.28699|39.047245|39.950138|42.413284|37.34972|41.88742|44.910873|44.53902], [321.86734|160.46779|360.88327|44.88034|126.53961|182.1516|81.47496|192.70305|123.33518|340.77762], 1,10,10,10
