Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_L,Best_Fit_W_W
41.295033, 315.57608, [31.724882|30.69019|26.383272|31.095224|32.991997|31.130255|31.794754|26.137651|31.28545|35.235252], [455.6395|218.70085|131.66904|286.79593|323.30576|348.41217|394.99292|105.846886|158.17584|430.92725], 1,10,10,10
39.068447, 33.653496, [28.867762|35.357815|34.704388|31.767612|28.58053|35.315952|28.345478|31.455378|28.767136|35.262787], [477.9736|32.85694|450.2578|180.61156|374.04297|179.64615|502.97034|332.19223|495.9214|506.16718], 1,10,10,10
29.34738, 275.19055, [28.151833|26.640013|31.053778|27.372616|35.134747|28.221073|34.429714|32.32799|26.733185|29.147459], [359.71237|521.168|522.87054|384.1023|160.75954|467.94788|167.60371|43.44898|371.4396|241.79623], 1,10,10,10
44.273216, 357.38293, [26.172838|26.769281|28.732502|28.742079|35.503376|29.903837|27.381508|27.778805|33.570484|28.034979], [56.627525|195.9575|78.24394|425.05112|144.6301|227.6182|300.45444|240.90552|515.6868|373.93582], 1,10,10,10
30.693336, 188.04942, [34.683983|26.278381|34.14297|34.062412|34.11603|35.189564|29.411566|26.78318|36.981316|34.02917], [304.77396|227.02353|525.43896|265.5905|455.1746|258.43314|322.68604|246.15741|443.8031|297.07333], 1,10,10,10
42.810066, 333.29773, [28.804125|26.620495|32.66267|35.619507|32.494633|35.90163|28.153301|35.176857|33.92591|34.81637], [253.2099|49.65448|313.47534|190.77992|264.9765|70.910164|411.45096|312.28287|482.22952|191.007], 1,10,10,10
18.772997, 464.7103, [35.13078|28.808931|26.46217|28.21629|31.788652|33.193485|34.392727|35.711693|27.818027|34.193302], [184.47397|530.6582|323.69284|529.26215|412.63947|334.1701|189.1523|395.55838|410.9585|210.25581], 1,10,10,10
21.914434, 404.91663, [30.672148|33.906834|29.975899|32.90313|30.923708|35.56956|30.22408|35.312283|33.0267|33.74349], [139.23102|502.64993|289.5969|80.036|306.76495|139.87587|197.86528|298.76846|222.02702|190.09308], 1,10,10,10
31.29674, 65.82763, [28.50524|28.156101|34.8481|34.1722|34.64005|35.221798|29.069798|36.98845|28.614744|30.115534], [369.52966|69.15913|51.658592|469.8312|208.25139|130.0373|488.41864|217.45001|413.1861|305.38443], 1,10,10,10
25.2159, 410.2946, [35.68133|28.521732|32.27586|35.053112|28.312716|34.572414|34.89879|27.88868|35.669155|27.800634], [410.38986|85.85485|367.2404|501.1809|66.64095|465.72446|34.599766|83.22312|522.75745|331.08807], 1,10,10,10
28.425554, 509.29144, [35.189514|35.582333|26.919453|29.232515|34.0106|28.261686|26.202675|29.481352|30.541412|34.562428], [84.35917|452.79153|517.05005|293.26105|352.50238|352.1504|210.22603|321.1862|487.48605|407.60843], 1,10,10,10
31.944227, 145.5863, [27.26023|29.737963|26.813444|34.857075|33.74351|26.187607|27.68071|30.994593|28.261496|33.89598], [510.93616|340.6512|92.87478|516.032|245.66689|467.05917|475.54004|126.09459|364.4716|259.35468], 1,10,10,10
45.212013, 382.13147, [26.65404|26.678045|31.30953|36.09777|27.942633|36.357594|30.92853|35.281116|30.965193|27.567358], [267.60458|487.53897|403.69476|118.47411|461.30087|278.70142|119.45103|349.28574|525.3186|102.43986], 1,10,10,10
36.11601, 50.342117, [30.499014|36.079338|35.536415|30.211805|27.05313|29.593363|33.215084|33.27848|34.98093|34.972164], [391.6884|230.67671|241.05798|238.47096|384.3784|518.8803|202.5225|528.55273|70.5883|104.730446], 1,10,10,10
20.278185, 308.0048, [26.079561|32.53877|33.648556|31.173567|33.022125|35.209698|33.61011|29.86305|32.563515|27.140907], [70.41756|397.96472|148.03542|390.56116|168.72285|48.01501|156.55354|157.08273|171.61275|290.6069], 1,10,10,10
27.317944, 147.63455, [31.559446|31.318619|26.433378|28.222301|34.729893|33.415142|34.43911|33.131123|36.89458|29.678036], [471.8665|293.63797|212.44946|33.656624|433.83905|108.975334|526.92676|485.25568|245.18968|182.18718], 1,10,10,10
41.189854, 192.73367, [30.964756|32.450615|36.28703|28.734436|34.027245|34.934742|26.394295|30.044514|26.85328|33.04666], [474.72528|412.35373|271.9454|355.40436|520.71405|115.589615|248.19968|468.3114|380.61084|388.17514], 1,10,10,10
38.7088, 134.06207, [30.834032|32.047302|30.987143|34.84366|34.4527|26.38714|30.422352|32.840317|34.10882|36.775818], [410.91455|232.90106|344.97516|134.05336|419.3872|172.39342|242.3489|200.32933|68.67256|123.38236], 1,10,10,10
29.74565, 311.8534, [30.441696|35.068375|36.875492|34.45094|35.556202|28.744032|34.999577|34.09289|33.91519|31.57396], [346.6326|228.13535|481.80075|39.05904|397.6823|146.96172|85.58365|433.48123|373.6169|68.70728], 1,10,10,10
36.06806, 244.96492, [30.548828|30.629255|34.504715|35.766846|31.652588|31.320671|30.052534|33.62687|36.66689|29.76163], [183.59848|493.6958|517.16205|110.714195|128.15974|155.31984|384.22134|109.399536|64.48481|170.49197], 1,10,10,10
12.595351, 185.46745, [29.567415|28.889875|29.446394|27.96494|32.071598|35.58146|29.000238|28.486485|34.075558|35.996025], [298.6489|460.96945|182.54913|163.51357|376.23477|163.64674|370.05154|252.7035|431.8121|418.67917], 1,10,10,10
20.786974, 236.82265, [32.12846|27.372522|32.949577|31.881336|31.318348|34.562458|35.29876|29.571625|36.97624|27.137238], [178.86868|358.70026|417.87967|458.8289|68.96404|128.12802|171.2424|34.121086|318.44202|281.7062], 1,10,10,10
