Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_W,Best_Fit_W_L
35.068016,363.73813, [6.4896483|6.6378813|8.513771|10.355754|12.382437|12.61575|12.643553|13.294191|13.45247|14.066819], [306.8159|192.91571|207.36678|484.24966|526.47046|403.83838|153.1915|259.58115|96.56777|518.83704],4,8,8,8
29.799128,381.12433, [6.942739|10.179831|10.330876|10.376432|10.663014|11.090152|11.0913925|11.135915|14.123105|14.280592], [476.79465|276.33817|99.63395|39.197483|72.529076|438.63538|525.8626|388.6962|75.221825|337.6145],5,8,8,8
21.725847,35.892456, [7.779438|11.866287|13.373361|13.617294|14.116837|14.639808|14.985734|15.105338|15.657693|16.982618], [476.87122|401.2974|286.78754|125.575424|221.30849|384.6297|396.85233|445.13812|467.15317|129.13713],1,10,10,10
27.195356,209.67676, [9.885845|9.974911|12.849342|13.912578|14.37017|15.549607|15.931996|16.207047|16.684746|16.761665], [374.65192|282.3988|520.6385|162.94955|288.2227|263.35266|403.12375|48.603493|337.383|289.85568],3,10,10,10
37.40257,230.68022, [6.254692|9.506655|10.5025|12.08985|12.528858|13.429972|13.632613|14.107565|14.353782|14.389255], [473.99652|291.9609|320.32852|132.36458|236.02583|462.19827|428.41733|319.67673|481.63132|505.08783],2,10,10,10
34.35228,99.8445, [7.3798995|7.4201097|8.584181|8.830321|9.075263|10.241087|10.883737|11.105246|13.382888|16.110239], [186.25131|479.00705|276.19635|265.10666|117.480484|118.99429|330.2441|295.3071|250.39996|68.10576],2,10,10,10
18.11864,396.74802, [6.4141154|6.6529484|6.797445|7.3101497|7.3302016|8.15979|10.278523|13.895347|14.772694|16.02082], [63.988575|143.51253|321.09567|166.84193|221.16573|440.00183|182.613|412.13742|33.739883|111.848854],6,8,9,9
37.499737,118.70635, [6.341418|6.9891176|7.1911297|8.7688|9.98333|9.984188|12.224876|15.165621|16.269405|16.443243], [150.98712|341.0189|269.05115|138.33415|85.638374|230.6314|252.65256|520.2042|447.23306|161.05252],2,10,10,10
23.777708,120.33554, [8.075491|8.849532|10.369002|11.4582615|12.583984|13.392513|13.498036|13.557804|14.614147|14.991195], [115.90749|229.81622|223.02107|404.16946|408.60968|56.37253|259.90863|94.901405|115.57307|51.872173],5,10,10,10
24.203512,56.690983, [6.683946|6.76294|6.900182|7.2242002|7.8811455|8.094873|9.870564|12.9291935|14.2143135|14.634115], [190.82433|141.79524|217.2655|433.5855|85.93853|306.07916|273.98862|228.00572|377.31082|484.86374],1,10,10,10
