Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_L,Best_Fit_W_W
9.2872, 85.2072, [26.748096|31.105742|31.39273|31.769005|32.199474|33.919037|34.086517|34.087177|35.79039|36.189022], [6.5532837|7.620907|7.691219|7.7834063|7.888871|8.310164|8.351196|8.351358|8.768645|8.86631], 10,10,10,10
22.033045, 146.51295, [27.829779|27.853123|32.13487|32.64962|32.905552|32.955173|34.381893|34.92335|36.02005|36.201077], [6.818296|6.824015|7.8730426|7.999157|8.06186|8.074018|8.423564|8.556221|8.824912|8.869264], 5,5,5,10
29.411768, 101.85849, [26.773048|27.263979|27.684927|28.062101|28.115992|30.134315|30.56028|33.108967|33.249832|35.184242], [6.5593967|6.6796746|6.7828074|6.875215|6.8884177|7.3829074|7.4872684|8.111697|8.146209|8.620139], 4,4,4,9
27.538946, 295.0934, [26.143766|26.776981|27.14208|30.458876|31.852211|31.910847|33.092007|34.06706|34.294056|36.148632], [6.405223|6.5603604|6.64981|7.4624248|7.8037915|7.8181577|8.107542|8.34643|8.402043|8.856415], 3,3,3,9
20.214062, 119.502625, [26.298208|27.937563|28.808165|29.28275|30.900198|30.982414|31.083796|31.91671|35.42361|36.416595], [6.443061|6.8447027|7.0580006|7.1742735|7.5705485|7.5906916|7.61553|7.819594|8.678784|8.922066], 5,5,5,9
6.8330803, 497.29398, [26.891136|29.368488|30.87218|30.943817|32.42334|33.069847|33.25823|33.36112|34.29653|36.01501], [6.5883284|7.1952796|7.5636845|7.5812354|7.9437184|8.102113|8.148266|8.173474|8.40265|8.823678], 1,10,10,10
43.897507, 289.94855, [26.856913|26.887669|27.649363|30.524855|33.06295|35.03839|35.214718|36.00557|36.9115|36.95005], [6.5799437|6.5874786|6.7740936|7.4785895|8.100423|8.584406|8.627605|8.821364|9.043317|9.052762], 3,3,3,9
7.442353, 220.2362, [26.305933|26.888536|26.927666|29.36784|30.122522|30.264822|30.880627|31.691332|33.285595|33.660805], [6.4449534|6.5876913|6.597278|7.195121|7.3800178|7.414881|7.5657535|7.764376|8.154971|8.246897], 6,10,10,10
36.049366, 75.81817, [27.22469|27.334965|30.16056|30.511766|30.572523|30.917852|31.09692|31.189335|35.218517|36.1991], [6.6700487|6.6970663|7.3893375|7.475383|7.490268|7.574874|7.6187453|7.641387|8.628537|8.868779], 5,5,6,6
36.51422, 369.06912, [26.361319|26.449167|27.84692|31.419113|31.736437|34.211346|34.944374|34.959183|35.701435|36.765244], [6.4585233|6.480046|6.8224955|7.697683|7.775427|8.38178|8.561372|8.565|8.746852|9.007484], 3,3,3,9
27.240118, 52.058323, [26.18675|27.689274|27.72709|27.830881|28.492306|29.16266|31.298378|32.067184|34.05103|34.193764], [6.415754|6.783872|6.793137|6.818566|6.980615|7.1448517|7.6681027|7.85646|8.342503|8.377472], 10,10,10,10
22.888714, 495.52737, [28.826582|29.960474|30.859257|32.727528|34.368355|34.523624|34.731358|35.011013|36.06533|36.610046], [7.0625124|7.3403163|7.560518|8.018244|8.420247|8.458288|8.509183|8.577698|8.836006|8.969461], 5,5,5,10
22.030834, 71.19652, [26.726988|27.058624|27.183872|27.473717|30.955374|31.374525|32.472115|32.7509|35.558758|36.386185], [6.548112|6.629363|6.6600485|6.7310605|7.5840664|7.6867585|7.955668|8.023971|8.711896|8.914616], 6,6,6,6
21.56448, 40.817474, [26.913116|28.250633|29.630985|31.698305|33.24935|34.036964|35.549|35.612827|35.66595|35.78877], [6.5937138|6.9214053|7.2595916|7.7660847|8.146091|8.339056|8.709505|8.7251425|8.738158|8.768249], 10,10,10,10
30.05208, 272.07175, [29.089025|29.731228|29.836046|29.879688|30.130165|30.611029|31.316023|34.85693|35.143513|35.94485], [7.126811|7.2841506|7.309831|7.3205237|7.3818903|7.499702|7.6724257|8.5399475|8.610161|8.806488], 3,3,3,10
40.349373, 385.68805, [26.307583|26.705349|27.143635|28.798868|32.158916|33.441128|34.91255|36.04263|36.04649|36.62606], [6.445358|6.5428104|6.6501904|7.0557227|7.8789344|8.193076|8.5535755|8.830444|8.83139|8.973385], 3,3,3,10
7.117619, 515.02014, [26.00974|27.473137|29.678377|30.22735|31.460646|31.50683|34.058514|35.73011|36.150574|36.6131], [6.3723865|6.7309184|7.2712026|7.4057007|7.707858|7.7191734|8.344336|8.753877|8.856891|8.970209], 2,10,10,10
17.738422, 96.788765, [27.089596|27.685843|29.073208|30.245644|31.148876|31.654638|31.899426|32.391365|34.213955|36.543922], [6.636951|6.7830315|7.122936|7.4101825|7.6314745|7.7553864|7.815359|7.9358845|8.382419|8.953261], 5,5,5,9
24.228384, 464.74646, [26.533924|27.642033|29.674223|30.085693|31.632269|33.07854|33.781498|34.103405|34.365067|36.815563], [6.5008116|6.772298|7.2701845|7.370995|7.749906|8.104242|8.276467|8.355334|8.419441|9.019813], 4,4,4,10
19.396574, 432.67426, [26.92313|27.317987|28.26563|28.46143|29.332338|32.776726|33.43316|34.180073|35.612316|36.086098], [6.596167|6.692907|6.9250793|6.97305|7.186423|8.030298|8.191124|8.374118|8.725018|8.841094], 5,5,5,10
9.877819, 162.36148, [26.650084|26.931482|28.371466|28.9689|29.103989|29.780134|29.933033|31.428013|34.995174|35.875767], [6.5292706|6.598213|6.9510093|7.0973806|7.1304774|7.296133|7.333593|7.699863|8.573818|8.789563], 10,10,10,10
23.213999, 222.05777, [26.092897|26.402733|27.247517|30.001785|30.81305|31.57966|32.23064|33.82021|35.602615|36.763893], [6.39276|6.4686694|6.6756415|7.350437|7.549197|7.7370167|7.896507|8.285952|8.722641|9.0071535], 4,4,4,9
31.81033, 51.316044, [27.499237|29.110128|29.37286|31.411894|31.59914|32.742023|33.346416|34.60582|35.411964|36.36344], [6.7373133|7.1319814|7.1963506|7.695914|7.7417893|8.021795|8.169872|8.478426|8.675931|8.909043], 10,10,10,10
8.60759, 434.17062, [26.86874|26.904371|28.278069|29.070024|30.690145|31.868519|31.924322|35.01464|36.59902|36.802208], [6.5828414|6.591571|6.928127|7.122156|7.519086|7.807787|7.821459|8.578587|8.96676|9.016541], 8,10,10,10
