Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_L,Best_Fit_W_W
31.269905, 322.54108, [32.643944|33.660526|36.982548|35.454975|35.859367|29.304462|33.32247|32.12452|26.832935|33.888218], [7.997766|8.246829|9.060724|8.686469|8.785545|7.179593|8.164005|7.8705072|6.574069|8.302613], 3,3,3,9
19.292433, 112.07018, [30.106619|29.208559|35.963795|34.708076|31.395275|36.01242|28.245726|30.623508|30.827475|27.107897], [7.3761215|7.156097|8.81113|8.503479|7.6918426|8.823043|6.9202027|7.5027595|7.5527315|6.6414347], 5,5,5,10
29.552006, 80.44901, [29.165993|27.089977|29.007633|36.41728|28.666666|29.709269|29.286438|27.060118|27.526981|28.088018], [7.145668|6.6370444|7.10687|8.922234|7.023333|7.278771|7.175177|6.629729|6.7441106|6.8815646], 5,5,6,6
21.881773, 32.54073, [30.888113|35.1349|33.923923|26.44379|34.029396|27.796167|29.93601|27.215082|35.12247|33.288826], [7.567588|8.60805|8.311361|6.478729|8.337202|6.810061|7.3343225|6.667695|8.605005|8.155763], 5,10,10,10
21.052956, 482.58292, [29.975397|30.772081|34.618847|27.043955|32.916027|27.972078|36.361546|32.2265|27.367695|27.423437], [7.343972|7.53916|8.481618|6.625769|8.064426|6.8531594|8.908579|7.895493|6.7050853|6.718742], 5,5,5,10
37.57788, 428.77646, [26.757948|30.25577|34.44176|32.56788|28.046253|29.334608|34.096718|31.843975|29.92336|33.993656], [6.5556974|7.4126635|8.438231|7.9791303|6.871332|7.186979|8.353696|7.801774|7.3312235|8.328445], 3,3,3,10
30.63517, 163.73854, [29.361546|29.153784|26.209768|34.711823|27.306185|34.842472|29.917751|33.996487|26.400515|27.802385], [7.1935787|7.142677|6.4213934|8.504396|6.6900153|8.536406|7.3298492|8.32914|6.4681263|6.8115845], 3,3,3,9
27.054995, 182.1869, [33.491653|27.071087|28.647795|34.913315|31.309122|35.257374|34.543636|36.60978|31.095203|29.860315], [8.205455|6.6324162|7.0187097|8.553762|7.670735|8.638057|8.463191|8.969396|7.6183248|7.3157773], 4,4,4,9
16.905033, 248.26959, [35.990574|29.089996|28.715244|35.37551|33.14944|34.721237|34.81421|30.53757|35.686787|34.673817], [8.817691|7.127049|7.035235|8.667|8.121613|8.506703|8.529481|7.4817047|8.743262|8.495085], 6,6,6,10
38.362354, 389.84677, [30.698929|27.32117|35.179947|36.010952|27.016468|31.569027|27.170794|27.306055|31.108788|27.876625], [7.5212374|6.693687|8.619087|8.822683|6.619035|7.7344117|6.6568446|6.6899834|7.621653|6.829773], 2,2,2,10
34.732685, 520.76587, [36.18286|35.27897|27.846094|31.3049|28.146807|31.828009|36.591103|29.112196|29.393932|27.549698], [8.864801|8.643348|6.8222933|7.6697|6.8959675|7.797862|8.96482|7.1324883|7.2015133|6.7496758], 3,3,3,10
32.97557, 79.75126, [30.574972|33.520237|29.04494|30.714613|35.061283|31.111101|34.61364|32.16392|30.544107|35.361713], [7.490868|8.212458|7.1160107|7.52508|8.590014|7.6222196|8.480342|7.880161|7.4833064|8.66362], 5,5,6,6
26.843672, 489.9514, [33.119644|34.117527|36.35545|31.743366|35.15673|36.275105|27.726316|28.003923|31.381157|35.857025], [8.114313|8.358794|8.907085|7.777125|8.613399|8.887401|6.792948|6.8609614|7.6883836|8.784971], 4,4,4,10
10.012512, 364.45404, [34.012592|31.07576|30.036749|30.25678|27.50315|28.283861|26.190062|35.918816|27.89602|29.81849], [8.333085|7.613561|7.3590035|7.4129114|6.738272|6.929546|6.416565|8.80011|6.834525|7.3055296], 10,10,10,10
44.876656, 318.18982, [35.77957|34.745705|33.3251|29.943924|30.133198|29.192078|26.320286|33.901554|36.831493|36.639366], [8.765995|8.512697|8.16465|7.3362613|7.3826337|7.152059|6.44847|8.305881|9.023716|8.9766445], 2,2,2,9
35.55352, 294.599, [29.750881|29.638254|28.57535|30.066925|32.20384|29.047283|28.357391|36.907494|27.107857|29.051655], [7.2889657|7.261372|7.000961|7.3663964|7.8899403|7.1165843|6.947561|9.0423355|6.641425|7.1176553], 3,3,3,9
20.624704, 221.23337, [28.15593|31.800285|33.21003|28.790247|31.15898|36.795536|28.322302|36.32323|33.230953|36.377487], [6.898203|7.79107|8.136457|7.0536103|7.6339498|9.014906|6.938964|8.899192|8.141583|8.912484], 5,5,5,9
