Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_W,Best_Fit_W_L
24.566507,345.3759, [13.069823|16.712912|10.8440275|13.493651|14.715716|6.3272576|8.580299|7.6897116|8.729774|9.763761], [183.02594|320.48608|275.16086|61.674763|313.94064|368.34912|408.37643|511.86877|226.02231|384.99518],5,9,9,9
20.033546,376.72534, [14.959874|10.069677|11.442565|15.485238|12.918472|15.183284|6.088405|7.8413687|11.308549|6.841091], [302.8513|110.95822|380.72183|144.0702|509.76688|393.18298|129.51611|351.0552|425.29114|426.8572],5,9,9,9
39.527336,465.72464, [13.248418|12.573732|14.405477|13.637015|14.177088|8.818376|12.016362|9.616534|13.726069|8.58279], [142.1296|42.783974|409.55814|93.64833|340.09085|208.16132|369.11853|198.7961|211.65219|335.11105],7,7,7,7
26.288458,236.03543, [8.116003|7.3248057|13.898914|15.27806|8.475485|14.598122|15.338502|16.602459|9.204655|15.166424], [450.49164|64.930565|393.96625|244.75027|109.39305|363.11856|346.68185|422.21457|429.76837|104.27102],3,9,9,9
6.2481294,167.8804, [11.033375|14.873674|16.021223|16.805115|16.607584|10.574083|7.4310117|16.155788|6.041499|6.6222124], [381.4035|320.78824|461.2515|339.14987|80.95045|250.90097|429.51633|85.287155|307.26526|249.16837],1,10,10,10
31.402138,32.563183, [10.766975|8.355327|16.683039|10.746667|12.779306|7.3407016|6.8283534|8.448324|11.141173|13.502777], [174.06146|88.02138|266.13242|441.27585|469.18155|115.98423|157.51549|420.00375|87.68011|376.16183],1,10,10,10
41.4659,288.01422, [15.756445|7.187625|7.441586|12.974506|7.1234264|14.309956|9.781308|16.529757|8.276742|16.41085], [331.89508|431.69214|530.0456|391.9759|152.36934|280.58237|175.10246|479.96045|157.98026|42.395615],5,9,9,9
10.60114,466.05707, [9.386158|11.113743|9.032325|8.418461|11.60849|15.934013|14.732758|13.03444|8.041666|12.982528], [139.7749|369.6008|375.92123|168.11081|98.155205|195.77484|494.58438|134.58072|388.328|483.7304],4,10,10,10
39.159233,224.76831, [11.620363|6.778807|10.14414|9.356887|10.22761|10.888912|14.434923|7.5453057|13.068901|6.2059827], [346.21628|220.43585|137.33052|182.13162|383.45453|314.71402|79.51135|207.8369|491.06113|228.52562],6,9,9,9
44.42045,400.66382, [16.543201|6.600132|16.878622|10.194123|16.93791|10.593797|8.917269|14.764236|12.7544565|15.432816], [142.96939|170.41208|99.565926|430.19916|196.50249|332.081|50.07054|178.2881|244.03658|338.39017],6,7,7,7
32.055534,468.5391, [13.186342|15.539657|16.248888|11.60074|9.006633|9.673803|14.3900385|7.11161|13.279457|10.943291], [103.390144|407.20404|231.97255|411.35168|319.38025|324.26602|361.09714|492.98712|368.1093|31.01391],8,8,9,9
27.522722,204.47556, [14.720458|8.073339|14.128257|6.8361645|15.091172|13.722375|14.104386|7.128144|8.652662|7.6946673], [120.07043|236.80118|51.387684|365.4972|236.0502|316.4434|264.42206|108.16026|122.32972|356.95007],3,9,9,9
11.352278,48.696648, [6.988754|10.456428|13.035193|7.7215157|9.87954|10.376735|11.637719|13.701331|15.789323|6.59848], [186.96039|257.3677|129.7321|284.44153|473.02106|83.76715|444.14276|343.89633|392.59216|296.75305],1,10,10,10
39.59322,143.8136, [14.840312|14.480723|12.589157|14.295375|16.757473|6.468224|8.776544|9.187515|9.458917|7.2338357], [104.912476|529.7778|263.908|336.89807|152.81674|401.3541|189.06375|286.5614|401.7888|473.73776],1,10,10,10
26.369278,43.283985, [12.029043|7.0280743|16.336376|8.159777|12.118196|13.729784|11.407405|12.391007|16.656342|8.331923], [463.3999|76.50413|131.15193|167.13393|527.4063|182.87181|62.238495|101.494774|488.76437|35.172897],2,10,10,10
23.634449,508.15787, [14.068589|8.838822|13.280026|12.805359|15.000777|12.689696|12.719374|10.960016|8.183934|14.567605], [509.4744|298.30392|268.7412|484.0756|370.30978|168.27379|436.9172|406.2495|167.45401|199.34717],9,8,8,8
38.4932,167.99132, [6.904871|14.6335945|9.720315|10.296161|6.422233|15.344476|12.904751|10.020296|9.4660845|13.943124], [444.61078|249.30214|470.5071|31.843649|196.78517|86.191|186.58904|343.26944|346.8592|399.35196],2,9,9,9
22.63967,34.050865, [15.059905|10.951263|9.112997|6.0979056|11.29135|6.895398|8.224131|13.551153|11.19696|11.439009], [64.39412|416.80148|278.4381|455.6343|57.067963|54.407574|69.45846|466.3036|527.99866|153.85114],1,10,10,10
32.278194,40.044514, [10.872084|10.1195965|6.607555|9.96516|10.710895|10.126383|9.947107|7.532746|8.34495|9.257944], [323.4124|211.42609|456.9019|457.98428|409.22388|375.72964|344.03198|71.93864|32.592567|169.59474],2,10,10,10
36.588696,490.82455, [16.851618|12.253849|13.21684|11.318635|15.913086|14.394363|7.276434|6.563787|10.126872|9.087703], [475.77612|406.05786|401.74084|145.90701|435.6275|50.95443|519.3629|159.58582|108.117424|162.07034],6,7,7,7
8.243307,319.08588, [16.04266|16.607489|11.2734|7.7428565|15.59546|12.855239|11.606861|6.516876|12.11891|6.036865], [371.35995|248.77252|81.93553|411.38904|425.13617|362.91403|31.419737|432.82584|171.53152|529.8516],1,10,10,10
25.479052,372.6065, [6.2458525|11.143115|16.726566|15.0698185|13.043613|9.464222|15.814574|11.644063|13.360484|16.041098], [233.79854|215.49168|56.34409|233.78867|55.61912|57.106472|261.45157|200.7402|267.6265|300.83527],9,7,8,8
36.466156,178.15736, [12.271814|10.678719|12.704023|13.47776|7.338438|7.0020733|9.651928|16.849022|14.324247|6.970176], [383.02557|367.0077|507.5396|147.8454|473.96732|236.92802|263.7275|84.32209|510.73022|376.376],3,10,10,10
42.82275,210.76735, [6.135305|10.001157|8.576626|7.1370935|16.60987|15.254111|10.518258|8.01315|8.319195|11.282056], [255.46408|44.11635|450.2333|153.13759|376.06808|423.233|175.66206|519.152|96.671295|155.11589],5,9,9,9
22.909521,441.5224, [13.787103|11.568839|16.619164|8.968273|6.299472|8.160448|7.9276133|11.785624|14.683234|7.2130895], [321.00864|218.82152|233.61394|252.81815|377.41858|185.90694|379.80722|439.66983|46.234634|353.12234],9,8,8,8
20.109613,287.7688, [8.967952|16.18596|14.295238|9.971361|14.127868|13.055162|14.705895|6.33408|10.562004|15.915798], [357.51886|337.50882|166.99446|336.5093|527.18335|385.43457|110.120384|32.808323|121.18212|55.426292],5,9,9,9
21.17164,150.2825, [7.227387|11.752841|11.206651|15.585568|7.31693|15.513261|7.4326744|8.740939|16.81954|10.251004], [265.41864|152.97586|397.9562|165.09172|67.10711|112.459465|82.10515|59.739967|263.5951|482.59348],4,9,9,9
25.661594,300.26273, [7.672274|6.1931224|14.596747|9.514636|11.116558|10.839582|14.710245|14.744061|11.069823|11.679624], [260.0884|41.65448|117.152374|96.31886|39.975956|389.99707|346.08493|345.61166|127.30436|161.03702],4,7,7,7
17.558641,445.55737, [6.56447|16.108204|11.948096|6.695656|11.029161|8.282068|12.024431|15.099507|6.5728016|8.290375], [216.39594|386.95953|450.69263|454.3145|282.4087|80.00565|210.90529|310.5062|359.41193|409.14407],8,9,9,9
19.03432,67.278206, [13.996318|14.545747|16.343801|15.3483305|9.636777|11.040159|16.534067|13.760843|10.666734|10.752589], [153.94768|273.69656|208.60527|455.94873|348.94745|167.21478|235.57552|170.40067|336.96017|485.2482],1,10,10,10
42.198883,286.40598, [9.148373|14.692598|6.1425996|8.58865|13.629741|16.221092|13.01161|7.446377|16.176779|8.797298], [222.40005|117.89234|102.972046|126.2717|108.427765|505.52884|53.74674|168.54636|196.16449|209.13698],6,7,7,7
11.950245,307.41153, [13.428331|7.573108|6.440935|14.355029|9.835584|7.421438|15.345938|6.165204|12.630569|16.04271], [477.55414|199.36877|292.57495|473.83765|188.8319|444.58273|406.88266|195.73204|146.97382|276.28952],5,10,10,10
23.159239,378.66547, [16.646778|13.551174|15.256662|7.261538|9.016964|16.615698|9.949271|13.735673|9.284702|6.6546984], [213.5051|52.24276|226.08632|409.15253|400.57812|353.54355|38.5944|109.12072|505.14752|41.83641],6,9,9,9
17.058624,292.1073, [15.8596325|8.390161|12.739272|13.694434|12.922199|13.867712|15.784379|8.637453|7.140695|12.686283], [388.02887|243.23563|33.188244|284.19443|87.96156|265.4856|484.88123|248.3679|412.3103|113.32069],8,10,10,10
15.656673,32.480648, [8.132549|13.954846|8.404208|13.456278|15.363689|7.0584555|12.091764|15.926433|9.054353|9.083508], [314.79285|333.9406|444.42148|170.10933|445.14255|203.37955|383.11673|519.19|172.25185|99.500015],1,10,10,10
31.632309,351.3858, [7.5272603|8.670254|13.78369|14.326661|11.35383|11.534104|15.353799|9.455377|8.827113|16.145445], [495.16922|91.802155|476.84564|521.6864|375.25748|133.22943|370.14258|231.39853|202.9391|102.50662],4,8,8,8
39.533802,237.48459, [6.013687|8.2646055|11.413379|10.222531|10.67819|7.2568383|13.870319|16.450272|9.470926|15.653728], [288.13196|260.57657|475.73285|33.03227|85.40637|488.2732|295.042|304.1437|244.58682|348.8047],2,9,9,9
28.468355,180.73163, [11.416881|8.268029|14.495077|11.387823|11.224173|12.721306|13.598512|13.298367|13.396514|9.663309], [204.32065|491.08817|173.91707|172.24895|174.12045|485.57614|144.2553|214.00983|219.64066|238.23679],5,10,10,10
10.135397,316.37344, [15.866505|12.75804|12.144483|10.838659|9.474811|9.532516|16.553484|6.4112377|12.029909|7.745436], [119.170265|406.58438|274.1664|171.68301|319.53174|53.243477|43.027054|150.0102|516.543|454.50824],3,10,10,10
