Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_L,Best_Fit_W_W
35.90463, 527.4509, [37.808414|38.422417|39.661613|39.888268|40.931282|41.487137|42.91716|45.95154|46.32498|46.42945], [423.42|479.5488|298.98465|85.60265|402.40506|44.84036|332.12698|335.4842|435.0825|83.11249], 1,10,10,10
31.718632, 105.39382, [38.659004|40.2341|40.811035|43.51104|43.78959|44.629913|44.744785|44.827847|45.014656|46.547684], [454.48782|521.6816|418.79813|253.70364|522.35675|95.50041|322.09894|462.847|316.61893|208.13771], 1,10,10,10
12.68889, 191.98586, [36.41235|36.772655|37.415714|38.86862|42.071728|42.21473|42.343487|42.48204|42.711914|45.272076], [513.6052|409.44885|529.4666|426.18292|474.1056|413.45367|160.82869|305.2764|372.05057|228.29765], 1,10,10,10
39.583076, 436.59268, [39.706432|40.728382|41.214447|42.10047|43.96552|44.89778|45.650333|45.8402|45.974037|46.620457], [91.37636|171.79088|61.56696|221.18106|439.36905|221.45932|363.09674|135.11159|110.89691|422.5422], 1,10,10,10
34.967823, 361.88342, [37.057884|37.86449|38.25746|40.249794|40.582386|44.660347|45.002865|45.053493|45.35559|46.19111], [192.82336|231.7546|349.4326|206.40038|331.24594|265.4887|133.5585|177.36298|317.8902|59.977066], 1,10,10,10
17.677605, 68.4923, [38.40539|42.870796|43.583595|44.043453|44.198997|45.046688|45.13036|45.145664|45.150333|45.839725], [367.14578|447.18582|300.14008|420.8556|81.96291|214.5807|354.35706|499.38156|468.1788|419.22668], 1,10,10,10
38.207508, 336.72916, [37.638645|37.865025|38.523018|39.234264|39.72697|40.07568|40.88027|41.689114|42.836914|45.445633], [164.38855|302.25742|294.21777|386.55597|282.1915|118.04276|163.21883|365.14777|318.357|141.96532], 1,10,10,10
26.366774, 128.91356, [38.111732|38.929974|39.137913|40.24612|41.772907|41.862667|43.168457|43.84168|43.887993|45.538353], [79.446526|313.8343|262.02396|247.0263|205.96368|120.75971|277.39377|371.73895|61.256138|404.0828], 1,10,10,10
43.55003, 500.6688, [36.65408|37.499367|38.917305|40.250256|41.9759|43.57682|43.696712|44.791447|44.817013|45.509007], [480.83212|530.19806|230.37737|220.11452|495.1607|139.08028|314.24634|319.70096|136.32845|37.2569], 2,10,10,10
43.53052, 46.005157, [36.49323|38.442074|38.928295|39.680317|40.377792|41.300026|41.381138|43.322662|44.96148|45.84305], [43.222466|479.29767|252.261|206.8222|163.5283|528.13214|112.38491|228.85884|261.51462|300.4193], 1,10,10,10
11.491147, 114.305405, [36.13303|36.429897|37.177086|38.555946|39.17468|40.096237|41.073456|42.69968|44.94195|46.53594], [379.05298|86.43868|94.218445|175.43268|266.28705|81.73686|478.42978|468.83902|493.84503|400.2818], 1,10,10,10
38.792606, 85.63697, [36.924446|38.864117|39.244473|39.292233|39.548164|40.244415|42.739227|44.038967|44.915813|45.21586], [328.95267|147.58716|110.68194|389.6698|86.80475|54.54437|217.1528|326.19345|506.36002|238.69719], 1,10,10,10
28.561897, 76.81223, [36.541687|38.694828|38.854404|40.36058|40.77674|43.131065|44.39814|44.61309|44.959606|45.267258], [450.0404|335.31485|88.71875|329.09872|226.92998|184.94467|156.11183|436.39136|290.72617|34.81147], 1,10,10,10
13.941879, 347.6278, [38.937256|39.11698|39.413746|41.25527|42.207054|42.43345|42.58915|43.685307|44.27317|45.582073], [93.4803|240.86026|304.15784|164.2387|264.43857|220.52107|269.68536|298.12418|241.69827|88.28077], 1,10,10,10
16.16303, 518.9894, [36.23946|36.881153|37.27493|37.81242|41.23736|42.322514|42.740974|43.06782|43.41274|46.327896], [409.98798|356.99026|482.41318|124.5905|353.41644|375.74277|266.7657|256.82413|530.1493|345.0151], 1,10,10,10
18.984072, 300.59122, [36.07573|38.309616|38.56951|41.863018|41.93041|41.937798|42.530617|42.816723|44.37533|46.028854], [375.4941|136.92096|121.50019|349.84494|286.12045|364.62744|163.27263|93.16704|178.13434|203.12817], 1,10,10,10
24.26038, 312.3141, [36.73127|38.632347|39.28117|39.595314|40.316788|40.417675|42.026554|42.423706|43.650276|46.215565], [228.00906|473.75406|338.23798|163.21721|207.06625|316.7868|410.12656|515.6818|246.53209|449.84732], 1,10,10,10
