Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_L,Best_Fit_W_W
16.363243, 461.25876, [39.90475|45.38017|37.156445|36.35484|37.390026|44.559776|41.95455|37.058064|42.240356|42.791523], [9.776664|11.118141|9.103329|8.906936|9.160557|10.917145|10.278865|9.079226|10.348887|10.483923], 10,10,10,10
44.05591, 344.84946, [39.251595|40.71671|42.406433|44.338387|42.115166|45.24551|40.125687|45.250626|44.550007|41.22102], [9.616641|9.975594|10.389576|10.862905|10.318215|11.08515|9.830793|11.086403|10.914752|10.09915], 3,3,3,9
41.309563, 129.10085, [38.088844|43.77321|41.827927|37.017666|43.598057|43.133717|36.902695|46.40182|36.04785|39.726627], [9.331767|10.724436|10.247842|9.069328|10.681524|10.56776|9.041161|11.368446|8.831723|9.733024], 4,4,4,7
37.879684, 423.62897, [38.805374|38.872765|45.379307|45.69336|42.328552|39.446487|42.675957|38.794357|43.80395|37.615185], [9.507317|9.523828|11.11793|11.194873|10.370495|9.66439|10.455609|9.504618|10.731968|9.21572], 4,4,4,9
9.418687, 520.1629, [41.96489|45.803528|44.739063|46.725563|40.03159|40.98426|43.668537|36.455276|38.07014|45.656143], [10.281398|11.221865|10.96107|11.4477625|9.807739|10.041143|10.6987915|8.931542|9.327185|11.185755], 3,10,10,10
8.150564, 238.36467, [40.78413|42.39613|40.443626|42.23177|39.160038|42.1485|40.8118|37.83903|39.39983|42.70647], [9.992112|10.387052|9.908689|10.346784|9.59421|10.326382|9.998891|9.270563|9.652958|10.463085], 1,10,10,10
7.869617, 386.43216, [45.726223|42.15728|42.941082|42.263905|37.21109|43.529274|43.74365|37.28446|43.297695|44.67088], [11.202925|10.328533|10.520565|10.354656|9.116717|10.664672|10.717194|9.134692|10.607935|10.9443655], 1,10,10,10
11.393945, 78.200676, [40.82737|42.238632|40.22234|46.774532|36.80084|38.294365|40.06878|38.797516|45.210526|39.012558], [10.002706|10.348465|9.854473|11.459761|9.016206|9.382119|9.816851|9.505391|11.076579|9.558077], 9,10,10,10
38.09819, 82.87937, [44.309185|39.520023|39.752728|43.838608|43.53169|41.40909|41.04253|37.156494|36.797848|44.12104], [10.85575|9.682405|9.739418|10.7404585|10.665264|10.1452265|10.05542|9.103341|9.015472|10.809655], 7,6,6,6
42.76721, 488.82703, [37.18972|42.515396|45.86371|41.997845|39.15883|37.75721|45.80682|41.59535|36.15492|36.747066], [9.111482|10.416272|11.2366085|10.289472|9.593913|9.250516|11.222671|10.190861|8.857955|9.003032], 3,3,3,10
