Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_W,Best_Fit_W_L
36.94232,349.2289, [6.8408203|10.912717|16.713938|6.331295|14.653502|12.67251|14.396107|12.727136|7.635947|9.079795], [1.676001|2.6736157|4.094915|1.5511672|3.5901082|3.104765|3.5270462|3.1181483|1.870807|2.2245498],4,4,4,4
39.868687,198.88837, [9.839747|9.086846|9.194729|14.601183|14.901263|9.688622|9.060219|14.714138|14.63497|14.130695], [2.4107382|2.2262774|2.2527087|3.5772898|3.6508095|2.3737125|2.2197535|3.6049638|3.5855675|3.4620204],4,4,4,4
32.050602,79.78259, [14.493803|15.134148|13.637622|8.769929|13.016445|6.5285506|13.675484|11.848268|15.180384|6.739505], [3.5509818|3.7078662|3.3412173|2.1486325|3.189029|1.5994949|3.3504934|2.9028256|3.719194|1.6511787],5,5,5,5
33.155293,489.78534, [12.218241|12.120922|13.814408|15.556086|15.401488|8.294021|6.7471685|9.111513|10.298244|8.43806], [2.993469|2.969626|3.38453|3.811241|3.7733645|2.032035|1.6530563|2.2323208|2.5230699|2.0673246],4,4,5,5
13.618581,458.09882, [16.572445|16.839848|7.3136206|8.089325|15.300047|15.70959|10.249323|12.655058|11.7937355|14.899157], [4.060249|4.1257625|1.7918371|1.9818846|3.7485116|3.8488495|2.511084|3.1004891|2.889465|3.6502934],6,10,10,10
32.33408,33.55118, [14.996575|13.036095|10.153787|13.324692|12.078981|13.121329|16.60209|8.129462|10.791482|9.196818], [3.674161|3.1938431|2.4876778|3.2645495|2.9593503|3.2147257|4.067512|1.9917183|2.643913|2.2532206],5,5,5,5
6.910925,235.82333, [8.921745|15.226853|11.168978|9.518049|10.483376|9.280375|16.444927|16.090546|13.416007|10.8888035], [2.1858275|3.7305791|2.7363997|2.331922|2.568427|2.2736917|4.029007|3.9421837|3.2869217|2.6677568],1,10,10,10
39.743526,250.64674, [9.431429|16.01943|6.782645|14.565385|6.411444|15.20028|8.223747|11.876939|8.922455|8.642641], [2.3107002|3.9247603|1.661748|3.5685194|1.5708039|3.7240686|2.0148182|2.9098501|2.1860015|2.1174471],3,3,4,4
38.70535,91.1792, [6.999075|14.408382|15.348137|15.86244|13.722335|11.4679985|13.886003|14.915533|9.893252|10.313734], [1.7147734|3.5300536|3.7602935|3.886298|3.361972|2.8096597|3.4020705|3.6543057|2.4238467|2.5268648],4,4,4,4
18.3734,198.02422, [10.643614|13.902141|10.472653|15.686619|6.155903|9.733563|12.376877|15.606157|9.310681|11.422031], [2.6076853|3.4060245|2.5658002|3.8432217|1.5081962|2.384723|3.0323348|3.8235085|2.281117|2.7983978],9,9,9,9
45.05876,114.71236, [12.335688|15.478879|13.66497|12.018419|8.957238|7.9082046|15.574429|12.735668|11.401266|13.520666], [3.0222435|3.7923253|3.3479178|2.9445126|2.1945233|1.9375101|3.815735|3.1202388|2.7933102|3.3125632],3,3,4,4
19.092997,381.90875, [11.94483|6.81216|16.215843|16.66711|14.499306|8.988775|7.844554|16.693445|14.141335|10.114673], [2.9264834|1.6689792|3.9728816|4.083442|3.55233|2.20225|1.9219158|4.0898943|3.464627|2.4780948],8,8,8,8
9.534444,132.15167, [14.308095|7.73451|13.691118|10.579385|14.30489|11.506785|7.9633474|16.263536|6.319294|11.796939], [3.5054834|1.8949549|3.3543239|2.5919492|3.504698|2.8191624|1.9510201|3.9845665|1.5482271|2.89025],4,10,10,10
19.503914,122.56001, [7.424853|9.82868|13.673421|6.479616|16.266241|7.506594|13.505918|15.9563875|9.646991|11.709093], [1.8190889|2.4080267|3.3499882|1.5875059|3.985229|1.8391156|3.3089497|3.9093149|2.3635128|2.868728],9,8,8,8
33.37321,482.67618, [8.629569|13.616113|12.077843|10.466526|11.2243|14.136487|9.278326|7.9855075|12.543997|11.701233], [2.1142445|3.3359475|2.9590714|2.5642989|2.7499535|3.4634392|2.2731898|1.9564494|3.0732791|2.866802],5,4,4,4
25.56124,430.43097, [16.125208|12.158667|10.011996|9.718145|16.78118|6.3979683|13.286969|16.355448|10.288446|14.35529], [3.950676|2.9788733|2.452939|2.3809457|4.111389|1.5675023|3.2553074|4.007085|2.5206695|3.5170462],7,6,6,6
9.62339,495.13272, [16.719755|13.884972|7.8817315|9.013257|8.745574|14.746113|10.491646|8.066821|11.317015|16.690697], [4.09634|3.401818|1.9310242|2.208248|2.1426656|3.6127977|2.5704532|1.9763712|2.7726686|4.0892205],5,10,10,10
14.662709,430.3923, [10.901002|6.972655|16.87855|12.009021|15.879377|8.418453|14.811442|13.885255|11.530548|12.316531], [2.6707454|1.7083005|4.135245|2.9422102|3.8904474|2.062521|3.6288035|3.4018874|2.8249843|3.0175502],7,10,10,10
36.82246,45.996506, [15.923231|10.926058|8.51476|12.850913|11.227782|9.467127|7.7297673|7.355639|16.995815|6.873134], [3.9011917|2.6768842|2.0861163|3.1484737|2.7508066|2.319446|1.893793|1.8021315|4.163975|1.6839179],4,4,4,4
15.960263,44.940407, [9.522111|15.952486|6.966547|13.170514|11.131234|8.162356|6.782963|11.180457|12.595742|10.87408], [2.3329172|3.908359|1.706804|3.226776|2.7271523|1.9997773|1.6618259|2.739212|3.0859568|2.6641495],9,9,9,9
6.5887423,189.11826, [12.025351|7.23103|7.6682477|6.681147|12.561162|7.9016047|7.9211826|6.712424|11.392426|15.4140005], [2.9462109|1.7716024|1.8787206|1.636881|3.0774846|1.9358932|1.9406898|1.6445439|2.7911444|3.7764301],1,10,10,10
44.110943,229.55649, [16.797083|13.369961|13.233523|9.21546|6.195062|15.457667|11.514036|10.173946|9.549353|13.7049055], [4.1152854|3.2756405|3.2422132|2.2577877|1.5177902|3.7871284|2.8209388|2.492617|2.3395915|3.3577018],3,3,4,4
31.140137,475.5502, [15.661987|8.581418|16.224056|6.6284313|10.58843|10.634893|13.137084|15.964796|12.595739|7.2110734], [3.8371868|2.1024475|3.9748938|1.6239656|2.5941656|2.6055489|3.2185855|3.911375|3.085956|1.766713],5,4,5,5
44.7042,194.63535, [14.82221|8.96488|8.034673|14.778029|13.951554|9.911589|14.119094|8.837007|15.687829|13.9442], [3.6314416|2.1963956|1.9684948|3.6206172|3.4181309|2.4283392|3.459178|2.1650667|3.843518|3.416329],4,3,4,4
7.5809636,225.99437, [16.687992|10.330559|10.100409|8.883891|16.286345|6.6615086|13.80628|11.414556|12.397355|15.563722], [4.088558|2.5309868|2.4746|2.1765532|3.9901545|1.6320696|3.3825386|2.796566|3.037352|3.8131118],2,10,10,10
19.425358,191.6514, [14.364237|13.095202|15.495167|9.489203|13.848887|13.061868|14.245207|7.797257|15.079305|11.901498], [3.519238|3.2083247|3.796316|2.3248549|3.3929775|3.2001576|3.4900756|1.9103279|3.6944296|2.9158669],10,9,9,9
43.909885,121.66595, [9.35407|15.855938|13.429201|9.791938|13.014925|8.1977215|12.742796|7.4407854|13.769242|6.1499453], [2.291747|3.8847048|3.2901542|2.3990247|3.1886566|2.0084417|3.121985|1.8229924|3.3734643|1.5067366],3,3,3,3
37.3495,530.4801, [7.282004|6.0442643|11.955642|13.302913|12.476657|16.718828|9.334405|13.396569|10.639188|8.212124], [1.784091|1.4808447|2.9291322|3.2592137|3.056781|4.0961127|2.2869291|3.2821596|2.606601|2.0119703],4,4,4,4
23.944641,103.614624, [13.982665|7.113124|10.656617|12.502422|10.731026|11.213808|16.746801|15.81674|6.924673|6.468254], [3.4257529|1.7427154|2.6108713|3.0630934|2.6291013|2.7473829|4.1029663|3.8751013|1.6965449|1.5847223],6,5,6,6
45.036053,145.04256, [14.341757|14.136298|7.364796|14.932492|7.432671|14.40208|6.9169984|15.508107|12.14137|11.878775], [3.5137305|3.463393|1.804375|3.6584606|1.8210044|3.5285096|1.6946646|3.7994862|2.9746356|2.9102998],3,3,4,4
16.471241,216.79715, [10.609033|9.783756|10.375385|14.993504|13.090151|14.561574|12.221963|9.81705|10.999229|8.524936], [2.599213|2.3970203|2.5419693|3.6734083|3.207087|3.5675857|2.994381|2.4051774|2.694811|2.0886092],10,10,10,10
26.568039,153.69157, [7.8826356|13.38533|10.827764|7.857502|8.996153|11.840304|12.313374|9.1047945|10.1456175|6.4896193], [1.9312457|3.2794058|2.652802|1.9250879|2.2040575|2.9008746|3.0167766|2.2306747|2.4856763|1.5899568],5,5,5,5
21.91208,138.44366, [10.540494|13.583865|14.929256|9.990137|14.856503|13.506821|9.944059|12.939427|14.387995|12.568193], [2.582421|3.328047|3.6576679|2.4475837|3.6398432|3.309171|2.4362946|3.1701598|3.5250587|3.0792074],10,9,9,9
13.654063,451.00677, [8.098583|10.619036|14.903174|6.434745|13.092165|16.147783|6.813532|10.42166|6.5507274|7.488539], [1.9841529|2.6016638|3.6512778|1.5765125|3.2075803|3.9562068|1.6693153|2.5533068|1.6049283|1.8346921],8,9,9,9
34.94303,269.5113, [10.944475|16.617846|15.270413|8.069384|6.9100366|7.1215796|16.059084|6.176141|12.215168|10.902805], [2.6813965|4.071372|3.7412512|1.976999|1.692959|1.744787|3.9344757|1.5131545|2.992716|2.6711874],4,4,5,4
45.09418,37.917053, [16.991024|6.316581|15.091999|16.311165|8.621381|6.038875|11.086068|10.3115|10.370452|16.40034], [4.162801|1.5475622|3.6975398|3.9962354|2.1122384|1.4795244|2.7160866|2.5263174|2.5407608|4.018083],3,3,4,4
36.13837,379.2673, [8.960244|14.793102|12.400736|10.065962|12.849721|6.7852125|8.950319|9.959122|12.43959|10.315062], [2.1952598|3.62431|3.0381804|2.4661605|3.1481817|1.6623771|2.1928282|2.4399848|3.0476997|2.52719],4,4,4,4
27.570618,399.31815, [6.328422|7.7558093|6.774168|13.018699|6.0608153|9.086969|12.586175|7.9732604|8.99305|10.3819065], [1.5504634|1.9001733|1.6596712|3.1895812|1.4848998|2.2263074|3.083613|1.9534488|2.2032971|2.5435672],4,4,4,4
7.0333023,435.29565, [12.781905|12.843766|14.522068|11.508696|8.088936|13.809769|15.3522835|7.237253|16.735498|7.543783], [3.1315668|3.1467228|3.5579066|2.8196304|1.9817892|3.3833933|3.7613094|1.7731271|4.1001973|1.8482269],1,10,10,10
