Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_W,Best_Fit_W_L
26.940788,428.29187, [45.08248|38.80592|43.640926|39.966187|38.106083|45.911797|45.827923|38.260544|40.84807|40.31699], [246.7776|167.16077|512.26447|261.39047|59.696426|106.33227|324.72714|401.8979|520.9795|225.31808],1,10,10,10
41.495872,206.40051, [41.520374|38.708797|42.03048|39.52122|36.139545|44.665867|43.744587|40.387432|39.606136|42.826862], [177.04176|406.57138|345.2043|494.66617|192.13554|489.21808|258.9287|518.58307|471.43433|224.75967],1,10,10,10
32.984787,407.0778, [38.99395|37.209225|45.325687|38.156837|41.356678|46.16711|44.039635|36.381023|40.87547|45.618584], [306.7524|265.00613|89.55271|424.7204|423.5614|64.043335|126.056854|111.47666|318.2668|201.22287],1,10,10,10
9.855127,210.12318, [38.55124|41.420937|44.858517|46.711426|44.40485|38.26061|42.333374|39.02094|46.223553|46.62493], [356.257|318.14594|50.227592|215.92259|341.4235|99.6984|81.94947|118.10849|154.89032|426.3508],1,10,10,10
20.508215,264.71735, [45.048004|37.214043|38.939346|38.153423|36.01333|40.76563|39.363083|40.178017|45.580887|39.648056], [414.8094|337.25647|143.34732|246.67221|494.37723|40.357243|420.52548|144.3034|292.9416|344.26962],1,10,10,10
29.064781,443.72485, [43.280926|40.810024|38.13578|37.52981|46.224236|42.167072|36.40277|36.68217|44.62092|46.185276], [415.91925|150.2962|252.33693|452.9038|483.24048|484.17517|445.6074|247.72748|491.50272|127.23516],1,10,10,10
12.513028,526.8804, [44.058765|45.661003|43.480106|38.146523|38.375698|43.291656|37.42965|41.487095|37.460083|40.10426], [528.5524|108.43508|210.78564|434.75876|195.9568|439.62552|304.76825|240.78024|300.63638|177.35194],1,10,10,10
43.826595,301.85657, [38.69697|45.347065|46.060387|37.18318|40.79632|37.310326|38.84823|44.636852|36.661846|42.90976], [517.4289|161.83748|232.86267|161.27884|198.99173|457.76886|282.16663|449.04196|327.56146|41.92915],2,10,10,10
38.590393,392.6637, [36.770905|45.17138|46.46565|45.213192|41.035744|37.981224|45.13599|38.118286|38.355503|38.078407], [501.21246|119.17616|297.9341|167.29883|394.52155|50.690723|232.94511|465.35355|378.6859|345.78107],1,10,10,10
30.76408,435.30594, [46.2904|44.0633|42.33831|41.65975|41.87839|38.625244|37.057472|42.88215|37.337116|42.023586], [177.655|480.01068|30.884146|396.88528|36.215454|528.9829|306.28967|67.81788|56.57808|52.054688],1,10,10,10
22.725904,433.56583, [46.497696|39.45152|46.5257|46.499634|42.92892|36.249695|41.50193|44.912544|44.494392|37.268246], [74.32719|410.00708|66.25659|522.58746|297.47336|275.39285|396.4302|352.73987|385.45456|495.6649],1,10,10,10
43.138844,408.58832, [46.629414|42.732285|44.33279|44.52708|43.552|37.73426|46.38731|44.032223|37.256485|38.547756], [516.3283|102.29892|500.47324|213.23924|98.58192|399.19638|365.01807|209.35869|191.83151|292.99698],1,10,10,10
29.728338,104.13388, [40.31531|39.246933|42.00052|40.448387|42.237984|41.895706|46.57763|38.782402|46.412094|38.27908], [110.745056|73.80681|424.12396|33.07014|389.35165|483.9711|481.54446|212.44264|505.125|509.48105],1,10,10,10
43.395916,318.93445, [44.529682|36.696655|38.296207|41.57784|39.898865|39.655586|42.705505|37.169434|45.026825|42.50072], [431.85397|443.44|131.27814|92.84961|152.65555|73.92517|445.91333|220.59628|255.48174|204.90448],1,10,10,10
25.492807,493.16385, [45.46602|36.55805|44.782043|43.100716|38.35264|46.390728|44.000732|39.39407|40.847454|36.161015], [207.40692|179.11157|486.35394|199.78848|497.71313|32.871292|300.40146|131.83678|175.31335|460.78696],1,10,10,10
28.541008,483.18237, [41.457172|41.069664|42.77453|43.010002|42.78321|46.497177|42.740963|37.14707|43.748745|38.233215], [148.37714|41.892986|356.76163|318.9478|356.55188|515.0892|405.01904|317.41135|521.52637|400.84137],1,10,10,10
15.952477,366.17343, [44.505405|39.553265|38.854324|37.13279|44.73838|43.09795|39.53826|39.5301|39.233463|46.640232], [100.39007|388.32297|500.069|486.1373|193.48448|235.38432|467.5167|197.40434|414.4704|413.95572],1,10,10,10
39.729286,284.21494, [38.718693|44.642254|42.114452|44.52306|43.25318|38.63951|38.295315|45.795147|38.583786|44.829887], [517.63666|382.4471|230.12805|296.315|281.60687|243.4845|34.805767|450.79822|279.14297|363.3967],2,10,10,10
24.202234,504.54684, [46.437138|44.015408|44.603165|45.346172|45.615154|40.385757|42.49373|46.5482|42.493015|42.588654], [108.32621|467.10153|252.55113|380.5933|399.74606|360.79996|328.50278|140.85414|512.21716|430.1179],1,10,10,10
39.00906,230.06108, [40.60756|38.326004|43.8506|40.37162|38.305054|39.35005|46.255627|40.07723|37.986713|36.767162], [336.9425|216.93623|252.2864|370.30417|339.25537|45.466377|245.356|36.935238|317.31943|428.39078],2,10,10,10
31.262339,420.27573, [42.679264|46.216652|36.070133|44.621098|37.76314|38.99334|40.26412|40.41352|43.319424|38.72983], [336.52414|160.79979|331.2582|295.53616|368.90546|42.362328|263.9396|55.850346|209.54538|360.12146],1,10,10,10
36.322536,196.60147, [36.413868|46.243156|40.370884|39.300007|45.879204|38.764664|43.084213|38.433266|40.003914|46.559425], [166.50185|98.13976|503.10403|211.91302|494.48822|330.49603|384.73383|157.01186|163.12947|132.49986],1,10,10,10
32.233467,452.58792, [40.807056|37.19748|38.98362|37.97814|40.413834|37.300426|41.69205|38.713757|43.78759|39.741734], [444.94144|231.70374|257.74493|46.588783|124.814224|186.2607|217.36926|490.91327|192.18947|213.30107],1,10,10,10
40.608173,275.98343, [38.587666|37.07438|41.622524|45.85055|39.350765|40.894905|37.5735|43.660877|45.801994|39.16611], [156.3056|243.9134|316.7072|379.8665|312.52383|417.7003|124.76687|284.79745|370.55768|417.64563],1,10,10,10
21.211218,312.96832, [41.231503|38.963223|37.036022|38.9457|39.903015|37.378544|46.099514|45.592762|42.913273|41.32842], [466.55698|220.11107|79.905396|368.05338|444.5703|222.17796|440.31924|124.735146|75.446106|77.16825],1,10,10,10
22.650982,40.358788, [42.324802|38.53375|38.730877|40.871284|45.502926|46.4372|36.32392|38.373516|43.358944|44.126957], [362.86566|112.398224|383.67822|146.11339|383.691|428.9274|293.34396|92.41418|201.42043|270.86267],1,10,10,10
36.835854,514.1313, [41.173996|45.163937|39.453243|42.991234|45.864006|36.043907|42.23219|45.796413|41.9331|41.508488], [452.6965|283.87625|380.71942|327.01227|93.52982|278.554|402.30527|387.6789|525.2811|240.79982],1,10,10,10
31.782139,440.4113, [36.71317|36.444427|41.638783|39.082706|37.56989|44.730595|38.385723|41.79518|43.07176|39.92598], [300.26596|501.80615|411.6889|188.93239|527.97327|103.96496|132.80157|291.59787|522.6643|276.07043],1,10,10,10
39.86885,165.40396, [42.924664|42.812084|42.7503|46.67201|38.86423|44.66924|45.93458|38.92512|43.42901|40.147724], [133.45901|194.99927|427.54672|198.50015|280.42883|37.698254|164.90741|210.59544|189.72058|329.70975],2,10,10,10
21.50965,411.33624, [44.200165|40.368732|42.48687|37.896088|36.122353|46.4718|46.004925|42.073616|43.104362|45.31374], [128.2574|152.77344|379.39062|191.9761|426.213|261.60883|189.03539|399.89572|505.15274|91.7308],1,10,10,10
44.210587,455.72266, [40.812355|39.047153|37.105736|42.090126|41.471962|41.194702|38.40281|39.61348|42.801292|41.38287], [296.57935|332.12512|313.9658|226.83476|89.48511|244.20728|196.24713|258.30762|329.27396|411.34332],1,10,10,10
10.945531,160.47499, [46.47896|41.95391|44.40914|38.57718|39.545708|38.873962|44.510975|43.500103|42.901924|41.94731], [375.4865|290.61014|375.2588|381.0591|393.6161|225.14131|307.6312|247.75827|418.97394|237.77242],1,10,10,10
29.409332,141.03096, [41.999672|39.083855|45.311195|39.66127|44.735996|43.120026|39.913937|39.84791|40.726273|39.765472], [196.84525|210.45415|396.20303|362.71713|164.91283|489.80756|164.5237|272.16373|255.48222|144.02756],1,10,10,10
10.414182,411.69095, [45.468254|36.06569|41.103294|45.723114|40.77935|36.86946|40.00382|46.29335|45.655437|42.644566], [468.40262|134.9544|117.558075|439.3179|455.9311|416.48782|169.5594|412.336|297.32117|95.40582],1,10,10,10
26.377792,190.30038, [38.174206|45.72592|43.70491|38.461693|43.571243|36.512306|44.99568|42.925163|46.05561|39.254333], [70.5626|316.5418|178.33887|424.0814|421.4417|82.75346|167.68956|272.96387|142.62169|170.25314],1,10,10,10
32.14656,238.80078, [38.21958|38.918854|38.929718|36.845207|42.854233|37.666668|41.75849|39.36644|41.6961|36.553547], [68.934875|357.36514|455.65915|187.53513|200.50893|373.87747|309.82324|147.98679|154.10492|347.54047],1,10,10,10
9.730748,185.66675, [38.457703|42.864582|39.11403|42.09224|36.31998|39.564743|41.40224|46.398987|41.11041|44.200027], [136.53311|179.7869|497.713|232.88527|270.1813|436.26242|112.862404|150.30504|221.1269|31.545692],1,10,10,10
32.905922,443.94693, [36.742905|38.477913|39.189617|38.65391|43.028034|41.918545|38.17303|41.556004|39.923492|37.676083], [294.67395|525.2542|446.59396|312.92935|33.368954|306.23242|198.88791|263.04095|166.6623|77.44522],1,10,10,10
32.431843,379.2954, [43.46871|38.167343|42.967285|40.44026|46.445705|38.5423|46.7396|39.473343|42.556644|39.875286], [442.57086|316.073|390.28043|120.0886|109.51763|524.1652|104.68074|221.97748|499.42224|489.9126],1,10,10,10
34.321705,197.71086, [46.667377|39.60633|44.637184|46.48122|36.507942|45.643707|44.543324|46.70705|43.80665|41.285545], [336.02628|472.27188|53.988693|320.56464|487.4164|326.7536|235.75156|202.25388|337.22537|46.068638],1,10,10,10
22.289846,242.54924, [38.44319|45.248062|37.580948|44.935852|46.50575|44.422867|36.899055|41.595486|42.367638|42.00127], [466.74277|307.03616|469.0919|259.96655|214.66635|109.990105|183.51479|112.47651|368.57077|169.92259],1,10,10,10
13.385472,493.027, [38.2653|43.291378|38.819077|44.87003|44.88458|46.620285|36.18591|38.288498|45.402214|36.25706], [318.6402|92.814026|510.35693|277.72958|116.06475|317.25763|331.1439|468.60428|108.203384|116.05299],1,10,10,10
29.378256,87.83968, [40.98959|40.86063|40.71133|43.52797|44.5097|41.877426|36.090054|40.544098|38.163876|38.13], [58.268166|451.7847|372.58997|107.64695|172.03996|502.08273|109.241875|323.96716|276.46335|31.89029],1,10,10,10
43.171516,177.5587, [43.76848|36.58785|37.957302|40.448513|44.61536|43.30639|45.99447|36.88531|42.049706|36.01876], [380.3239|397.7202|34.17551|258.17667|262.72165|394.75064|251.55827|290.66696|228.81735|61.938614],2,10,10,10
7.2619586,267.18985, [42.707993|39.04183|42.805626|37.564213|42.213436|36.538418|44.062016|37.177895|39.82742|39.291428], [76.35735|527.59314|516.0218|257.34885|108.71206|183.09172|96.18728|96.15833|79.17724|162.39682],1,10,10,10
16.932917,141.14415, [46.076607|37.285374|42.57761|43.031235|39.566303|46.184277|46.43708|43.701614|46.3332|45.38757], [482.69403|208.47379|377.19635|256.9953|46.894554|208.49855|458.63702|280.70444|331.20618|444.35995],1,10,10,10
29.835272,149.03256, [45.32762|39.470615|38.579662|36.004616|45.85534|37.013283|38.225857|40.753277|45.249832|41.279217], [473.20822|330.1323|333.9734|297.22913|174.981|262.2207|467.8167|160.50406|245.6353|440.47995],1,10,10,10
18.626501,410.21063, [43.80516|42.557964|44.482|36.26088|40.659004|44.299927|40.610294|36.30276|38.97152|39.67987], [348.90167|193.3026|457.07455|171.12071|438.06387|300.47186|360.83615|72.88019|240.79535|424.18515],1,10,10,10
38.703213,494.1027, [38.61751|36.561684|36.823364|37.48292|44.404827|36.82244|44.013515|45.145164|37.862568|46.684555], [78.911255|247.18185|81.829025|275.0193|75.3499|179.06284|131.84601|169.95592|222.79099|107.27372],1,10,10,10
