Max_Length,Max_Weight,Input_Length,Input_Weight,Next_Fit,First_Fit,Best_Fit_W_L,Best_Fit_W_W
19.633589, 60.051903, [26.246828|20.700596|26.051401|19.634844|22.237545|25.49039|25.980446|26.78681|19.84731|20.516914], [6.430473|5.071646|6.382593|4.810537|5.4481983|6.245146|6.365209|6.5627685|4.862591|5.026644], 5,5,6,6
41.372993, 71.028366, [20.514168|18.588879|23.814804|16.704037|23.633781|25.514425|16.997057|17.760353|21.257793|26.3027], [5.025971|4.554275|5.834627|4.092489|5.7902765|6.2510343|4.164279|4.3512864|5.2081594|6.4441614], 4,4,4,4
22.82996, 408.225, [17.315521|19.049343|16.97885|18.822493|20.811958|17.677364|25.59715|23.061434|23.739243|16.043753], [4.242303|4.667089|4.159818|4.6115108|5.09893|4.330954|6.2713017|5.650051|5.8161144|3.9307194], 3,3,3,10
20.957937, 147.81294, [25.066652|24.354782|16.208015|17.679655|26.145906|25.359343|21.71529|18.108374|18.183968|20.40974], [6.14133|5.966922|3.9709637|4.3315153|6.405747|6.213039|5.320246|4.4365516|4.455072|5.000386], 3,3,3,9
34.203438, 354.79572, [23.094692|23.193295|23.154696|22.658516|26.043655|22.74564|24.774616|21.314833|20.347116|16.258057], [5.6582|5.6823573|5.6729|5.5513363|6.3806953|5.572682|6.069781|5.222134|4.9850435|3.983224], 2,2,2,10
17.825686, 405.4185, [20.076546|19.186226|21.46018|20.620657|25.754272|23.256704|18.339838|20.539856|25.903831|16.15001], [4.9187536|4.7006254|5.2577443|5.052061|6.309797|5.6978927|4.4932604|5.0322647|6.346439|3.9567523], 4,4,4,10
40.28048, 359.0246, [16.940136|25.9156|24.516012|18.121212|22.950163|16.54411|26.071262|18.717216|19.323933|20.58611], [4.1503334|6.349322|6.006423|4.439697|5.62279|4.0533066|6.3874593|4.585718|4.7343636|5.0435967], 2,2,2,10
35.67675, 75.679756, [26.94852|16.264252|26.655441|25.82627|16.774527|18.17705|20.884857|17.64844|24.004848|22.43761], [6.6023874|3.9847417|6.530583|6.327436|4.109759|4.4533772|5.11679|4.323868|5.881188|5.497215], 4,4,4,5
19.054567, 414.96527, [24.939785|18.929604|21.994495|17.134676|21.640413|22.295227|25.617016|16.767202|22.043911|24.296436], [6.110247|4.637753|5.3886514|4.1979957|5.3019013|5.462331|6.276169|4.1079645|5.4007583|5.9526267], 4,4,4,10
40.919956, 109.64491, [22.97984|21.310736|18.223206|25.016973|17.695692|18.936705|26.417406|24.287195|19.002821|18.992102], [5.6300607|5.2211304|4.4646854|6.1291585|4.3354445|4.6394925|6.4722643|5.9503627|4.655691|4.6530647], 2,2,3,9
26.509655, 398.42996, [26.000656|23.58869|17.259912|16.8762|19.527452|24.463087|19.549406|24.531364|20.02007|25.33179], [6.3701606|5.779229|4.2286787|4.134669|4.784226|5.9934564|4.7896047|6.0101843|4.904917|6.206289], 3,3,3,10
26.846676, 68.806015, [25.343151|18.72117|18.825006|19.808495|24.369787|23.49955|19.264883|26.407398|22.661167|26.208647], [6.209072|4.5866866|4.6121264|4.853081|5.9705977|5.7573895|4.7198963|6.4698124|5.5519857|6.4211183], 4,4,5,5
6.1927104, 431.84357, [21.501896|25.255497|17.66541|22.995968|17.800604|21.083609|16.938648|18.942566|20.962118|25.593454], [5.2679644|6.187597|4.3280253|5.634012|4.361148|5.165484|4.1499686|4.6409287|5.135719|6.270396], 9,10,10,10
15.341364, 141.09111, [22.777948|23.327532|18.36703|24.100046|16.665964|20.274088|17.69776|24.52053|26.218092|16.57621], [5.5805974|5.7152452|4.4999223|5.9045115|4.0831614|4.9671516|4.3359513|6.00753|6.4234324|4.0611715], 4,4,4,9
8.65495, 490.04453, [21.98659|25.959385|19.429802|22.44044|19.75476|26.310707|16.361805|16.973478|23.197323|18.556791], [5.3867145|6.3600492|4.7603016|5.4979076|4.839916|6.446123|4.008642|4.158502|5.683344|4.546414], 9,9,9,10
19.917784, 52.301426, [20.838383|17.7951|17.548471|26.443213|24.561844|22.534708|22.622736|19.974913|24.61932|23.897682], [5.105404|4.3597994|4.2993755|6.478587|6.0176516|5.5210032|5.54257|4.8938537|6.0317335|5.8549323], 5,5,6,6
24.35805, 98.3417, [20.114965|25.721107|23.842031|26.320835|18.324446|24.682398|16.03623|21.251686|26.92701|23.84694], [4.9281664|6.3016715|5.8412976|6.4486046|4.489489|6.0471873|3.9288764|5.206663|6.5971174|5.8425], 3,3,3,9
42.983456, 295.92734, [18.295052|16.407166|20.105879|23.207901|20.394718|17.846083|16.571503|25.988379|26.604027|17.315868], [4.4822874|4.0197554|4.9259405|5.685936|4.996706|4.37229|4.060018|6.3671527|6.517987|4.242388], 2,2,2,10
18.638134, 101.38536, [21.851702|20.673529|23.02293|20.01816|26.920288|24.360691|20.172428|21.432789|19.541353|23.153553], [5.353667|5.0650144|5.640618|4.904449|6.5954704|5.9683695|4.942245|5.2510333|4.7876315|5.6726203], 4,4,4,9
32.894978, 207.52655, [21.038446|25.74153|21.663628|16.111757|22.745243|25.119568|21.020235|23.128412|22.241653|22.899214], [5.1544194|6.306675|5.3075886|3.9473805|5.5725846|6.154294|5.1499577|5.666461|5.449205|5.610307], 2,2,2,9
20.620123, 89.66102, [23.60992|20.857363|26.529451|23.466103|23.41561|18.34923|17.956491|16.397902|17.965115|17.613503], [5.7844305|5.110054|6.499716|5.749195|5.7368245|4.495561|4.3993406|4.017486|4.401453|4.315308], 3,3,4,10
11.224178, 60.09826, [26.5817|16.49268|23.8507|24.429438|19.1763|25.680534|24.825014|23.681114|25.26723|21.2912], [6.5125165|4.0407066|5.8434215|5.9852123|4.6981936|6.291731|6.0821285|5.801873|6.190471|5.2163444], 8,7,7,10
9.9256, 225.66478, [23.824598|16.320787|26.836536|16.303299|20.88073|17.442547|24.322275|25.091969|22.75697|22.540428], [5.8370266|3.9985929|6.5749516|3.9943082|5.115779|4.273424|5.958957|6.1475325|5.5754576|5.5224047], 8,7,7,10
40.408287, 454.13687, [25.010284|23.44357|17.093914|21.948181|21.799677|21.47553|17.308292|16.100456|24.312876|21.677296], [6.1275196|5.7436743|4.188009|5.3773046|5.340921|5.261505|4.2405314|3.9446118|5.9566545|5.3109374], 2,2,2,10
22.78162, 305.06876, [17.177994|20.901857|24.481745|24.3363|19.412685|24.41085|21.423454|23.569286|16.435112|16.130085], [4.2086086|5.120955|5.9980273|5.9623933|4.756108|5.9806585|5.2487464|5.774475|4.0266023|3.951871], 3,3,3,10
26.105387, 417.29865, [20.976358|20.340902|21.24776|19.486042|22.393229|25.298178|21.28159|25.479189|20.883156|22.073399], [5.139208|4.983521|5.2057014|4.7740803|5.486341|6.1980534|5.2139893|6.242401|5.116373|5.407983], 3,3,3,10
44.565586, 35.43501, [21.449772|17.822634|16.407833|17.504683|25.157995|19.674269|16.465637|23.562654|20.25175|26.52034], [5.255194|4.366545|4.019919|4.288647|6.1637087|4.8201957|4.034081|5.7728505|4.961679|6.4974833], 9,8,8,8
26.34064, 262.86526, [18.08534|22.177832|22.971008|21.539228|23.541166|21.662718|24.039553|22.732822|26.671906|19.689634], [4.430908|5.433569|5.6278973|5.277111|5.7675858|5.307366|5.8896904|5.5695415|6.534617|4.8239603], 3,3,3,9
12.166894, 131.28693, [24.714499|18.97392|18.788427|20.289703|17.376135|20.47042|16.308676|26.642544|17.38919|16.334757], [6.0550523|4.6486106|4.6031647|4.9709773|4.257153|5.015253|3.9956255|6.5274234|4.2603517|4.0020156], 5,5,5,9
20.561543, 351.43753, [19.772451|23.137957|25.510225|17.374931|17.020136|16.704111|26.11056|22.938087|16.568216|17.873453], [4.8442507|5.6687994|6.2500052|4.2568583|4.1699333|4.0925074|6.397087|5.6198316|4.059213|4.378996], 3,3,3,10
23.62469, 442.59622, [18.359112|23.51952|22.371937|24.257908|22.141384|25.269253|18.999336|19.782705|26.300138|18.588684], [4.4979825|5.7622824|5.4811244|5.943187|5.424639|6.190967|4.6548376|4.8467627|6.443534|4.554228], 3,3,3,10
26.786457, 51.54286, [26.516815|19.204565|22.300383|26.636045|25.403746|23.233576|23.29899|23.017296|23.44922|22.885912], [6.4966197|4.7051187|5.463594|6.525831|6.2239175|5.692226|5.7082524|5.6392374|5.745059|5.6070485], 5,5,6,6
37.21936, 476.99454, [20.143084|16.19892|23.128885|21.181082|25.030695|20.939037|26.144474|26.898613|16.664877|23.586706], [4.9350553|3.9687352|5.666577|5.189365|6.13252|5.130064|6.405396|6.5901604|4.082895|5.778743], 2,2,2,10
11.098133, 318.09055, [22.990828|26.188984|16.542692|24.274216|17.60818|16.828512|26.304367|25.709974|24.607342|26.515062], [5.632753|6.4163013|4.0529594|5.9471827|4.314004|4.1229854|6.44457|6.2989435|6.0287986|6.49619], 7,7,7,10
41.517445, 286.26785, [16.273886|16.457296|20.73779|26.923973|18.895233|23.917427|16.784908|24.67516|23.188002|21.190434], [3.987102|4.0320377|5.0807586|6.5963736|4.629332|5.85977|4.1123023|6.045414|5.6810603|5.191656], 2,2,2,10
25.823689, 406.8578, [17.492392|17.681982|24.66983|23.377588|17.851593|22.585678|26.952467|25.523205|20.409655|17.280329], [4.285636|4.3320856|6.0441084|5.727509|4.37364|5.533491|6.6033545|6.2531853|5.0003653|4.2336807], 3,3,3,10
37.483616, 313.9429, [18.220446|16.281776|23.194767|24.041176|23.563267|19.391489|24.180094|17.749992|23.207327|22.585464], [4.4640093|3.9890351|5.682718|5.890088|5.7730002|4.7509146|5.924123|4.348748|5.6857953|5.5334387], 2,2,2,10
40.298103, 410.44052, [22.757738|18.182096|26.358713|25.209677|26.249905|21.916553|20.823616|22.10208|26.537024|21.731804], [5.575646|4.4546137|6.457885|6.1763706|6.4312267|5.3695555|5.101786|5.4150095|6.5015707|5.324292], 2,2,2,10
8.700428, 429.02322, [25.737207|21.372828|21.58202|17.774597|16.072035|17.240612|19.663788|21.068922|26.837666|20.426476], [6.305616|5.236343|5.287595|4.3547764|3.9376485|4.22395|4.817628|5.1618857|6.575228|5.0044866], 9,9,9,10
38.070026, 384.3526, [24.002434|17.40482|24.500965|21.525772|21.02165|20.51377|22.813272|19.21165|22.900673|26.098362], [5.880596|4.2641807|6.0027366|5.273814|5.1503043|5.0258737|5.5892515|4.7068543|5.610665|6.3940988], 2,2,2,10
26.26849, 500.18457, [20.32152|17.029703|22.78034|17.89289|20.77627|17.246202|25.480867|18.979784|17.122095|24.989342], [4.978772|4.1722775|5.5811834|4.383758|5.090186|4.2253194|6.2428126|4.6500473|4.1949134|6.122389], 2,2,2,10
21.255077, 484.2065, [26.788261|23.526535|18.291262|16.983265|18.024595|16.367546|25.910097|25.271805|26.083826|16.288486], [6.563124|5.764001|4.481359|4.1609|4.4160256|4.010049|6.347974|6.191592|6.3905373|3.9906793], 3,3,3,10
16.131464, 480.9873, [17.076935|23.878847|21.660807|25.564287|17.431023|19.822079|23.265427|17.381174|18.413408|19.709152], [4.183849|5.8503175|5.3068976|6.2632504|4.2706003|4.856409|5.7000294|4.2583876|4.511285|4.8287425], 4,4,4,10
44.052578, 147.15993, [16.06364|25.86711|25.343676|20.212324|23.096687|16.461006|21.226627|19.136467|25.906113|24.99774], [3.935592|6.337442|6.2092004|4.952019|5.6586885|4.0329466|5.200524|4.6884346|6.3469977|6.1244464], 2,2,2,7
22.985506, 105.91513, [18.705133|26.324158|17.04083|19.204208|21.096449|23.269438|19.57034|21.99246|23.958366|23.23309], [4.5827575|6.4494185|4.1750035|4.705031|5.16863|5.701012|4.794733|5.3881526|5.8697996|5.6921067], 3,3,3,9
14.357567, 488.0609, [23.475197|25.26506|16.496193|20.86331|23.424086|22.523304|24.067764|23.558529|24.458351|22.426746], [5.7514234|6.18994|4.0415673|5.1115108|5.738901|5.5182095|5.896602|5.7718396|5.992296|5.494553], 5,5,5,10
7.3840404, 426.29803, [26.099083|21.348017|24.439688|23.989092|19.46222|17.310354|16.608414|20.561481|22.407436|18.867025], [6.394275|5.230264|5.9877234|5.8773274|4.768244|4.241037|4.0690613|5.037563|5.489822|4.6224213], 10,10,10,10
33.78037, 177.97615, [18.798193|18.149181|25.71357|16.69735|23.908857|18.96944|20.572153|24.531904|22.705395|17.863642], [4.6055574|4.4465494|6.2998247|4.090851|5.85767|4.647513|5.0401773|6.0103164|5.562822|4.376592], 2,2,2,9
29.842798, 522.42865, [20.760134|20.042011|19.41872|22.477808|16.939178|18.403675|24.115343|16.576336|24.722662|21.044773], [5.0862327|4.9102926|4.7575865|5.507063|4.150099|4.5089|5.908259|4.0612025|6.057052|5.1559696], 2,2,2,10
13.093103, 248.03499, [26.083435|21.060555|18.248655|25.536463|16.25904|20.905718|16.211702|16.45215|22.504692|16.134848], [6.3904414|5.159836|4.4709206|6.2564335|3.983465|5.121901|3.971867|4.030777|5.5136495|3.9530377], 5,5,5,10
35.36409, 388.43054, [24.011663|23.996208|23.04134|16.5321|19.615967|19.097223|19.99454|21.797653|17.706314|23.198875], [5.8828573|5.879071|5.6451283|4.0503645|4.805912|4.6788197|4.898662|5.340425|4.338047|5.6837244], 2,2,2,10
21.002338, 320.77362, [20.868338|16.128859|26.972372|19.639645|24.273708|22.82969|18.184313|26.787012|26.6382|25.678112], [5.112743|3.9515703|6.608231|4.8117127|5.9470587|5.593274|4.455157|6.562818|6.526359|6.291137], 3,3,3,10
33.249226, 69.68625, [21.731972|23.425947|26.73801|25.477432|17.928204|23.420244|23.154072|16.677784|26.123003|25.16187], [5.324333|5.739357|6.5508127|6.241971|4.39241|5.73796|5.6727476|4.086057|6.4001355|6.164658], 4,4,4,4
44.331337, 459.4126, [25.54979|19.75684|24.532476|19.821346|19.5457|21.403557|17.485046|20.698343|22.205343|20.74171], [6.2596984|4.840426|6.0104566|4.85623|4.7886963|5.243871|4.2838364|5.071094|5.440309|5.081719], 2,2,2,10
23.135412, 287.88504, [19.079027|22.665005|17.61134|17.195658|26.637918|24.069954|26.695835|22.483286|17.137869|21.97689], [4.6743617|5.552926|4.3147783|4.212936|6.52629|5.8971386|6.5404797|5.508405|4.1987777|5.3843384], 3,3,3,10
8.505425, 405.7511, [19.766472|17.516907|24.75129|17.378693|21.554667|24.429865|17.190825|17.806768|23.474623|26.963697], [4.842786|4.291642|6.064066|4.2577796|5.2808933|5.9853168|4.211752|4.3626585|5.7512827|6.606106], 10,9,9,10
10.283262, 394.99777, [19.429777|24.40407|26.966469|24.590937|24.47088|21.896152|26.367096|24.687136|21.543556|25.746572], [4.7602954|5.978997|6.606785|6.0247793|5.9953656|5.3645573|6.4599385|6.0483484|5.278171|6.3079104], 10,9,9,10
13.371162, 126.61228, [22.388306|17.013716|18.42252|21.643927|16.8731|26.908484|24.243874|19.040531|22.041586|18.335155], [5.485135|4.16836|4.5135174|5.302762|4.1339097|6.5925784|5.9397492|4.6649303|5.4001884|4.492113], 5,5,5,9
30.76607, 143.73781, [21.506647|16.803423|17.601881|20.620274|23.50949|25.93775|18.934597|17.94705|23.998573|18.899097], [5.2691283|4.1168385|4.312461|5.051967|5.7598248|6.3547487|4.638976|4.3970275|5.8796506|4.630279], 2,2,2,9
41.970203, 203.02232, [22.460669|22.21667|22.417358|16.728403|16.95799|25.80368|23.76903|26.259903|24.890776|20.301294], [5.502864|5.443084|5.492253|4.098459|4.154708|6.321902|5.8234124|6.4336762|6.09824|4.973817], 2,2,2,8
38.453453, 364.31714, [21.413877|21.358728|22.145826|18.830093|17.18886|19.015152|23.891361|16.73634|24.249744|26.000341], [5.2464|5.232888|5.4257274|4.613373|4.211271|4.6587124|5.8533835|4.1004033|5.9411874|6.370084], 2,2,2,10
20.62953, 220.55763, [22.201033|21.51623|17.760002|20.774609|26.750765|26.900291|23.710072|22.098576|22.70933|24.504362], [5.439253|5.2714763|4.3512006|5.089779|6.5539374|6.5905714|5.8089676|5.414151|5.5637856|6.0035686], 3,3,3,9
26.283445, 267.5553, [20.056393|20.14885|23.473469|22.090282|20.493793|19.632406|19.656355|21.443691|25.061378|20.991003], [4.913816|4.936468|5.751|5.4121194|5.0209794|4.8099394|4.815807|5.2537045|6.1400375|5.1427956], 2,2,2,10
18.413218, 458.54312, [17.895695|18.507948|17.082743|25.782562|18.05819|21.877808|18.320253|22.21345|19.549887|16.422222], [4.384445|4.534447|4.1852717|6.3167276|4.4242563|5.360063|4.488462|5.442295|4.7897224|4.0234447], 4,3,3,10
17.61681, 241.65065, [17.163805|23.844576|16.989962|16.967077|22.704258|21.692999|18.177158|20.508299|24.323816|16.477633], [4.205132|5.841921|4.1625404|4.156934|5.5625434|5.3147845|4.453404|5.0245333|5.959335|4.0370197], 4,4,4,10
30.187449, 277.03583, [22.294256|16.258142|20.620796|16.827038|26.436853|26.481356|18.792166|17.884193|26.690443|23.90655], [5.462093|3.983245|5.052095|4.1226244|6.4770293|6.487932|4.6040807|4.3816276|6.5391583|5.857105], 2,2,2,10
44.778233, 97.17189, [19.892263|16.607199|26.314571|26.926207|16.787045|25.28321|20.595823|23.906733|25.564032|24.456453], [4.873605|4.0687637|6.44707|6.5969205|4.112826|6.1943865|5.0459766|5.8571496|6.263188|5.991831], 3,3,3,5
15.384331, 252.77661, [25.849482|22.55508|18.657022|19.231998|20.05392|20.418432|16.062109|25.654024|25.288847|20.374516], [6.333123|5.525995|4.5709705|4.7118397|4.9132104|5.002516|3.9352167|6.285236|6.1957674|4.9917564], 4,4,4,9
45.25832, 375.07877, [19.726759|22.755821|22.651033|20.30771|19.28128|22.52696|17.388042|16.057959|17.830902|20.598888], [4.833056|5.5751762|5.5495033|4.975389|4.7239137|5.5191054|4.2600703|3.9341998|4.368571|5.0467277], 2,2,2,10
9.977683, 210.54453, [16.900225|25.399632|25.076687|26.018639|16.74679|17.360313|18.574118|23.45308|26.179539|25.157883], [4.140555|6.22291|6.1437883|6.3745666|4.1029634|4.253277|4.5506587|5.7460046|6.413987|6.163681], 9,8,8,10
